document,cluster_id,silhoutte_score,avg_cos_sim_to_centroid,cos_sim_to_centroid,centroid_ratio
activity in the aerospace sector increased again,15,0.04,0.74,0.81,0.77
"However, with vaccinations in India and across the globe, improved domestic air traffic and resumption of international flights in India from March 27, 2022, there was an increase in both business and leisure travel at the company's hotels",17,0.03,0.85,0.85,0.91
"This ""builds on the success"" of the Easter and Jubilee half-term holidays, when Heathrow ""operated smoothly while there was disruption at other airports",39,0.01,0.86,0.88,0.83
"Airports, airlines, and ground-handling companies around the world are currently in firefighting mode, attempting to deal with the situation by reducing flights and increasing hiring",4,0.09,0.86,0.87,0.82
"This will augment the growth of the aviation sector,",31,0.02,0.77,0.84,0.97
EasyJet slashes flights in move to ease problems at major airports “We hope to conclude agreements with the small remaining balance,38,-0.03,0.80,0.84,0.96
"Perth Airport warned travellers to travel to the airport in taxis and Ubers due to its 18,000-spot car park reaching full capacity, while holidaymakers continued to battle long queues and flight cancellations",9,0.02,0.74,0.86,0.85
A constant increase in air traffic and growth of the tourism sector are the prime factors nurturing the market demand,24,0.11,0.82,0.84,0.95
the year before the pandemic impacted air travel,0,0.08,0.86,0.86,0.76
"In a press release from the airline which was posted to their website, they announced they will increase service to the current airport they serve in the United States, JFK in New York City, from two weekly flights to three weekly flights, starting this coming winter season",2,0.13,0.85,0.89,0.64
Travelers have faced       widespread flight delays and cancellations this summer as       airlines struggle to cope with rising travel demand with       workforces depleted by employee departures during the COVID       pandemic,32,0.01,0.75,0.85,0.96
Alaska Airlines cut its flights through June by about 2 percent in an effort to minimize disruptions,12,0.11,0.86,0.86,0.93
thousands of canceled flights during the first half of 2022 have sent frustration levels soaring for many travelers,9,0.02,0.74,0.83,0.98
The Amsterdam area airport announced that it will permanently reduce the number of flights passing through each year,12,0.11,0.86,0.84,0.90
"2022         “With the significant increase in backcountry flying, demand for our aircraft continues to grow,” says Patrick Morgan, CubCrafters president and CEO",36,0.01,0.75,0.80,0.84
"India has seen a surge in demand for air travel since the lifting of COVID restrictions, in a reversal of the slump in passenger numbers for most of the past two-and-a-half years due",36,0.01,0.75,0.84,0.98
"have forced airlines including Lufthansa to drop large number of flights and caused hours-long queues at significant airports, baffling holidaymakers keen to travel after COVID-19",32,0.01,0.75,0.87,0.82
"a member of the International Air Transport Association (IATA) Ground Handling Partnership, proactively participating in various technical groups, such as the IATA Ground Handling Automation and the sub-group related to Load control, implementing recommendations to improve and enhance safety standards in the aviation industry",37,0.02,0.73,0.82,0.93
"Federal secretary of the Flight Attendants Association of Australia, Teri O’Toole, says airlines are cutting flights regularly",30,0.11,0.86,0.91,0.66
We’ve seen a big increase in travel lately and especially in international travel,36,0.01,0.75,0.83,0.91
The flight returned to the airport 28 minutes after takeoff with no injuries reported,33,0.07,0.88,0.95,0.60
Travelers have faced widespread flight delays and cancellations this summer as airlines struggle to cope with rising travel demand with workforces thinned out by the departure of many employees during the COVID pandemic,32,0.01,0.75,0.86,0.86
The demand for air travel is indeed at its peak since the COVID-19 pandemic began,16,0.01,0.90,0.90,0.89
Its benefits are few and extend only to Aer Lingus-operated flights,16,0.01,0.90,0.93,0.97
This is mainly due to the increase in business and leisure travel as a result of higher disposable income,17,0.03,0.85,0.82,0.96
"There was also an 89.73 per cent growth in overall flight operations, with a total of 41,189 aircraft operating in H1 2022",16,0.01,0.90,0.87,0.99
"As part of her airline job, she would be required to relax passengers who were experiencing flight delays, she said in the interview",30,0.11,0.86,0.86,0.95
"finally in airline news, United Airlines is cutting its flights to Santa Rosa in the fall as United Express regional affiliate SkyWest Airlines will cease flying to the Charles M",6,0.05,0.78,0.88,0.86
"the total failure of our airports, notably Heathrow, to cope with a surge in demand for air travel now",29,0.04,0.84,0.84,0.89
"The sane day, a SpiceJet flight bound for Jabalpur had to return to Delhi due",10,0.10,0.85,0.84,0.85
"summer got off to a rocky start, with labor strikes and staffing shortages plaguing airports in Europe and several US airlines cutting flight capacity",6,0.05,0.78,0.84,0.82
"To foster a prosperous aviation industry, governments developed rules to limit airline liability",31,0.02,0.77,0.86,0.82
"Airline travellers already face long queues at airports and flight cancellations, due to staff shortages",9,0.02,0.74,0.83,0.88
"Yakima and many other regional airports, Alaska Airlines, along with its sister regional carrier, Horizon Air, will cut its daily flights",6,0.05,0.78,0.83,0.80
with rising air travel are likely to improve the demand for aircraft refurbishing,37,0.02,0.73,0.83,0.90
"A Share (600893: CNY51.82) loses CNY2 billion ($327 million) (1.9%) in MCap, steepest heavyweight fall in Aerospace & defense sector",8,0.54,0.90,0.94,0.37
"50.48       Wed 20 Adds CNY7 billion ($1 billion) (6.0%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.90,0.45
"1.4       Thu 21 Loses CNY3 billion ($386 million) (2.2%) in MCap, steepest heavyweight fall in Aerospace & defense sector 52.34 -2.2",8,0.54,0.90,0.94,0.38
"relative strength       Mon 25 Loses CNY2 billion ($327 million) (1.9%) in MCap, steepest heavyweight fall in Aerospace & defense sector 51.82 -1.9",8,0.54,0.90,0.94,0.37
"1.3       Wed 20 Loses $2 billion (2.7%) in MCap, steepest heavyweight fall in Aerospace & defense sector 26.36 -2.8 -1.9 Week",8,0.54,0.90,0.94,0.37
"TAT, meanwhile, stated that it would also coordinate with a number of airlines to increase the seating capacity of all flights to at least 50 percent of pre-pandemic levels and assist tourism operators",6,0.05,0.78,0.82,0.89
"on rising relative strength       Thu 21 Loses CNY1 billion ($168 million) (1.1%) in MCap, steepest heavyweight fall in Aerospace products/parts sector 50.98 -1.1 -0.2 Week",8,0.54,0.90,0.90,0.48
"1.5       Mon 25 Loses CNY2 billion ($228 million) (1.5%) in MCap, steepest heavyweight fall in Aerospace products/parts sector 51.55 -1.5",8,0.54,0.90,0.90,0.44
"1.6       Wed 20 Adds CAD32 million ($25 million) (1.7%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.90,0.45
"Additionally, with the escalating demand for international routes, there has been a significant increase in air traffic and revenue passenger kilometers",17,0.03,0.85,0.87,0.94
The big U.S. airlines each reported on their return of business travel,10,0.10,0.85,0.88,0.70
Passengers at Heathrow also reported long queues to get through security this morning as staff shortages at the airport continue to cause chaos,9,0.02,0.74,0.81,0.97
The airline is cutting flights,35,0.08,0.88,0.97,0.56
another Srinagar-Delhi flight returned to Srinagar after the aircraft's engine number two showed a fault mid-air,33,0.07,0.88,0.93,0.75
"normalise, it will also boost inbound tourism,” he said",21,-0.01,0.82,0.85,0.81
Aer Lingus was forced to cut three US-bound flights from Dublin Airport,4,0.09,0.86,0.89,0.74
"He is rapidly expanding in green energy, defence, airports or aviation, logistics, data, water, gas, mining and real estate",15,0.04,0.74,0.81,0.84
"The Canadian Transportation Agency (CTA) has released a new information resource to help passengers who are experiencing flight cancellations, delays or lost luggage",9,0.02,0.74,0.80,0.87
"While the number of airport staff across Europe is decreasing, the rise in the number of passengers and flights continues to make the travel of international passengers to the region",6,0.05,0.78,0.85,0.96
"At the weekend, hundreds of travelers missed their flight at the second largest airport of North Rhine -Westphalia for long waiting times, and there were also considerable delays",4,0.09,0.86,0.86,0.83
"There are discussions with the airlines to reduce flights at peak times, the airport said",16,0.01,0.90,0.92,0.96
easyJet appears to be cutting flights at a greater rate than other airlines,16,0.01,0.90,0.89,0.92
India has seen a surge in demand for air travel in recent months following the lifting of COVID restrictions,29,0.04,0.84,0.90,0.76
"India has seen a surge in demand for air travel since the lifting of COVID restrictions, in a reversal of the slump in passenger numbers for most of the past two-and-a-half years due to the pandemic",20,-0.00,0.81,0.86,0.95
"domestic flights rose to 12 million, almost six",22,0.36,0.89,0.94,0.46
While expanding the aviation space is beneficial,28,0.07,0.90,0.89,0.95
"to make a landing in emergency condition at Patna airport, while cabin pressurisation issues forced a Jabalpur-headed flight to return to Delhi",38,-0.03,0.80,0.89,0.80
Some of these in-flight disruptions were fueled by alcohol consumption among passengers,6,0.05,0.78,0.80,0.91
Jetstar Group CEO Gareth Evans called the return of the Cairns – Tokyo flights another important milestone in rebuilding,38,-0.03,0.80,0.81,0.93
a severe reduction in flights out of Venezuela as a result of airlines leaving the country and the Chinese coronavirus has left Venezuela with direct flights to only 12 countries,6,0.05,0.78,0.87,0.94
"Most airlines offer online check-in before you travel to the airport, which can help you to save time after you arrive",38,-0.03,0.80,0.86,0.91
"Despite a global decline in air travel, there is some optimism due to the US and Europe’s opening",16,0.01,0.90,0.89,0.95
"Saudi Arabia plans to launch several initiatives over the next 12 to 18 months in an effort to convince companies such as Amazon, Alibaba and DHL a subsidiary of Deutsche Post, to contribute to its plan to expand the scope of activity in the air transport and logistics sector",31,0.02,0.77,0.83,0.97
This will be part of an overall plan with an investment of 100 billion dollars to increase aviation activity and air transport within the framework of the “Vision 2030” strategy to reform the Saudi economy and reduce its dependence on oil,24,0.11,0.82,0.86,0.76
"Airports like Heathrow and Schiphol have begged airlines to cut flights, while many carriers have been forced to pre-emptively cull their schedules by thousands",6,0.05,0.78,0.89,0.79
the Incheon-New York route increased from seven to 12 flights,27,0.04,0.81,0.92,0.80
"Flights to China are still largely restricted due to the closed borders, but the airline will increase flights to China according to international flight operation",6,0.05,0.78,0.86,0.86
"Heathrow and Schiphol have begged airlines to cut flights, while many carriers have been forced to pre-emptively cull their schedules by thousands",6,0.05,0.78,0.89,0.79
Air Portugal has cancelled three flights over the coming days as the aviation industry struggles to return to normal pre-Covid schedules,38,-0.03,0.80,0.84,1.00
"The Covid-19 pandemic impacted the aviation sector badly, and IndiGo, the country's leading private carrier, was not untouched",17,0.03,0.85,0.83,0.86
American Airlines CEO on Thursday said it could be years before flight capacity returns,16,0.01,0.90,0.86,0.89
The CEO of American Airlines on Thursday said it could be two to three years before flight capacity returns,25,0.15,0.95,0.89,0.81
July 23 (IANS) The Covid-19 pandemic impacted the aviation sector badly,0,0.08,0.86,0.81,0.96
"it needed to limit departing passenger capacity, forcing some airlines to cut flights",35,0.08,0.88,0.95,0.62
Weary and frustrated passengers find themselves facing all sorts of flight disruptions and airline scheduling contortions,38,-0.03,0.80,0.81,0.93
"A Share adds CNY3 billion ($390 million) (2.7%) in MCap, top heavyweight rise in Aerospace products/parts sector",8,0.54,0.90,0.89,0.52
"RPC % * Comment       Mon 18 Loses CNY1 billion ($163 million) (1.1%) in MCap, steepest heavyweight fall in Aerospace products/parts sector 51.23 -1.1",8,0.54,0.90,0.90,0.48
"Steepest Fall       Fri 22 Adds CNY3 billion ($390 million) (2.7%) in MCap, top heavyweight rise in Aerospace products/parts sector",8,0.54,0.90,0.89,0.52
"Thu 21 Loses CAD30 million ($23 million) (1.5%) in MCap, steepest heavyweight fall in Aerospace & defense sector 22.29 -1.5",8,0.54,0.90,0.94,0.38
"A Share loses CNY531 million ($78 million) (2.0%) in MCap, steepest heavyweight fall in Aerospace & defense sector",8,0.54,0.90,0.94,0.37
"Tue 19 Adds CNY383 million ($57 million) (1.5%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.91,0.44
"5,630       Wed 20 Adds KRW3 billion ($3 million) (2.3%) in MCap, top heavyweight rise in Aerospace products/parts sector 5,760",8,0.54,0.90,0.88,0.49
He believes the staffing crisis at Heathrow has been caused by ground-handlers seeking new jobs elsewhere after the pandemic wrecked the air transport market,34,0.06,0.76,0.85,0.82
"26.22 -1.1 -1.5 Price/MAP50 below 1 and falling       Thu 21 Adds CAD7 million ($6 million) (2.3%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.82,0.62
"on slipping relative strength 38.4 -1.8 -0.9 VI*=1.6       Thu 21 Loses $616 million (2.0%) in MCap, steepest heavyweight fall in Aerospace & defense sector 37.62 -2.0",8,0.54,0.90,0.89,0.51
"RPC % * Comment       Mon 18 Loses $12 million (2.4%) in MCap, steepest heavyweight fall in Aerospace & defense sector 9.79 -2.4",8,0.54,0.90,0.94,0.37
"Thu 21 Loses CNY3 billion ($386 million) (2.2%) in MCap, steepest heavyweight fall in Aerospace & defense sector 52.34 -2.2",8,0.54,0.90,0.94,0.38
"Dassault Aviation adds EUR167 million ($170 million) (1.4%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.92,0.43
"RPC % * Comment       Mon 18 Loses EUR150 million ($152 million) (1.2%) in MCap, steepest heavyweight fall in Aerospace & defense sector 142.8 -1.2",8,0.54,0.90,0.94,0.37
"RPC % * Comment       Mon 18 Adds GBP548 million ($650 million) (2.2%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.92,0.43
"United Aircraft Corp loses RUB9 billion ($157 million) (2.9%) in MCap, steepest heavyweight fall in Aerospace & defense sector",8,0.54,0.90,0.94,0.37
"0.56       Thu 21 Adds RUB24 billion ($442 million) (8.4%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.91,0.44
"3.2       Fri 22 Loses RUB9 billion ($157 million) (2.9%) in MCap, steepest heavyweight fall in Aerospace & defense sector 0.59 -2.9",8,0.54,0.90,0.94,0.37
This leads to an increase in the cost of air travel and the number of tourists,26,0.04,0.77,0.86,0.70
"On any given morning in July, after weeks marked by strikes and cancellations, there are dozens of people who go to their profiles to report delays, lost luggage",4,0.09,0.86,0.87,0.92
"Top Rise       Wed 20 Loses EUR924 million ($946 million) (1.1%) in MCap, steepest heavyweight fall in Aerospace & defense sector 104.66 -1.1",8,0.54,0.90,0.94,0.37
"The entire travel chain, from airports, airlines, baggage handlers and air traffic controllers, is struggling to cope with a surge in demand for flights during the summer holiday season",6,0.05,0.78,0.83,0.85
the airline tried to cut flights,35,0.08,0.88,0.97,0.56
Tanzania was also making efforts to strengthen the aviation sector,31,0.02,0.77,0.85,0.85
It is to be noted that the airline has been expanding its domestic flight network by connecting multiple cities through its flight services,3,0.09,0.81,0.81,1.00
"Passengers will always end up blaming the airlines for their travel woes, but all the problems being experienced right now are the result of an industry still struggling to survive after two years in limbo",4,0.09,0.86,0.89,1.00
Airlines are also increasing their international flights,35,0.08,0.88,0.81,0.87
"Low-cost carriers (LCCs), including Jeju Air, are also increasing the number of flights on short-haul routes to Southeast Asia",6,0.05,0.78,0.89,0.68
Analysts say that the move could put added strain on Canada’s stretched airline sector and decrease the demand for international travel to the nation,36,0.01,0.75,0.82,0.88
Air Canada has drastically reduced the number of flights this summer so they can provide better service on the ones they do schedule,38,-0.03,0.80,0.85,0.85
though the airline had cut some flights from schedules more than 70 per cent of those passengers,35,0.08,0.88,0.90,0.81
the COVID-19 pandemic had caused a steep decline in air travel,0,0.08,0.86,0.90,0.75
the pandemic caused a steep decline in air travel,0,0.08,0.86,0.91,0.69
"2020, there were reports that the aviation industry and international travel would return to 2019 in 2024",16,0.01,0.90,0.93,0.84
"airlines are now cutting down flights, some",35,0.08,0.88,0.81,0.95
"2020, there were reports that the airline industry and international travel would return to its 2019 state in 2024",16,0.01,0.90,0.94,0.75
the government of Tanzania has planned to strengthen the port and the aviation sector with the aim,31,0.02,0.77,0.82,0.88
now air travel is expected to increase,26,0.04,0.77,0.95,0.73
The study also said that a decline in the share of public transport and rapid growth in air travel would pose significant challenges to India’s efforts to decarbonise the transport sector,36,0.01,0.75,0.80,0.92
He added the company also aims to strengthen the aviation industry in Mississauga,18,-0.02,0.83,0.91,0.74
"means that Jet2.com and Jet2holidays have continued to operate a huge programme of flights and holidays, receiving positive feedback from customers and independent travel agents",9,0.02,0.74,0.80,0.93
The Aviation and Aerospace student summer program plans to return next summer,10,0.10,0.85,0.85,0.86
"also means that Jet2.com and Jet2holidays have continued to operate a huge programme of flights and holidays, receiving positive feedback from customers and independent travel agents",9,0.02,0.74,0.80,0.93
"Other carriers including Delta, JetBlue and Southwest have also cut flights so they aren’t overwhelmed when routine disruptions happen",6,0.05,0.78,0.81,0.93
Air travel would increase in frequency and prices could be affordable,28,0.07,0.90,0.89,0.92
She also pledged to enhance water and air transport services to ease movement and trade between Tanzania and the region,37,0.02,0.73,0.82,0.99
Delta also plans to expand the free service to international flights by the end of 2024,3,0.09,0.81,0.81,0.78
"travel is returning and despite new challenges, industry recovery is entrenched",10,0.10,0.85,0.92,0.77
Many companies are increasing their business travel,26,0.04,0.77,0.84,0.76
The Connected Aircraft is an initiative to increase the use of technology in the aviation industry in order to improve the efficiency and safety of air travel,24,0.11,0.82,0.91,0.99
"Currently, the international travel in many places around the world has yet to return to normal levels",10,0.10,0.85,0.83,0.80
$137.4 million was primarily due to an increase in scheduled flights we operated under our contracts with our major airline partners,16,0.01,0.90,0.90,0.94
Nepal has been pushing the agenda of expanding cross-border air routes for over a decade,28,0.07,0.90,0.91,0.98
airlines have started increasing flights,35,0.08,0.88,0.90,0.83
"The airline said it is also launching 22 additional domestic flights in various sectors, while announcing increase in number of flights on the Delhi-Khajuraho under the UDAN scheme",30,0.11,0.86,0.92,0.67
Rising demand for air travel among people to reach the destination faster and safely along with significant infrastructure expansion in several airports are some factors anticipated to drive the growth of the global navigation lighting market during the forecast period,39,0.01,0.86,0.84,0.99
American Airlines has announced they are cutting thousands of flights from the remaining Summer and upcoming Fall schedule in hopes,2,0.13,0.85,0.94,0.45
"Schedules show that the airline has cut more than 90,000 flights between August and December, that's about 6% of its schedule for the year",35,0.08,0.88,0.85,0.85
"The rise in cost of air travel should have been 20.4% in June, if it had not been underestimated",28,0.07,0.90,0.93,0.97
"Acting Minister of Transport and Roads discussed ways to enhance Qatari-South Sudanese ties in the fields of civil aviation, transportation and transportation services",31,0.02,0.77,0.80,0.84
"4295868551       Dassault Aviation (AM: EUR141.30) adds EUR167 million ($170 million) (1.4%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.90,0.48
"A Share (600009: CNY52.35) adds CNY3 billion ($390 million) (2.7%) in MCap, top heavyweight rise in Aerospace products/parts sector",8,0.54,0.90,0.89,0.52
"A Share (600038: CNY43.61) loses CNY531 million ($78 million) (2.0%) in MCap, steepest heavyweight fall in Aerospace & defense sector",8,0.54,0.90,0.94,0.37
Nantes airport saw growth in domestic flights and in travel,29,0.04,0.84,0.85,0.89
"4295867687       Dassault Aviation (AM: EUR141.30) adds EUR167 million ($170 million) (1.4%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.90,0.48
Funds Carbon Offset Program for All Flights       Singapore Airlines Expands New York Flights,3,0.09,0.81,0.95,0.76
"Delta Drone (1DD0: 69.50c) loses EUR1 million ($2 million) (5.4%) in MCap, steepest heavyweight fall in Aerospace & defense sector",8,0.54,0.90,0.94,0.37
"We intend to improve the efficiency of our existing aviation system, from aircraft to airports and airspace",37,0.02,0.73,0.82,0.89
"and serving the needs of the country, it will continue to develop high-value-added aviation business and expand Hong Kong's aviation network to promote the long-term growth of the aviation industry",31,0.02,0.77,0.83,0.93
why airports and airlines that were forced to cut staff are unable to promptly serve all passengers that has led to a higher than usual number of flight cancellations and delays,4,0.09,0.86,0.86,0.88
Frankfurt Airport operator Fraport announced it will apply to the German transport ministry for approval to reduce the number of flights per hour from 96 to 88,12,0.11,0.86,0.81,0.97
"Some passengers on Air Peace’s second flight to its recently launched Guangzhou destination on July 20, 2022, have lauded the airline on its commencement of flight operations to the Asian country",6,0.05,0.78,0.91,0.67
"its effort to strengthen India's regional connectivity, Star Air, the aviation vertical of Sanjay",31,0.02,0.77,0.82,0.87
the pandemic has slightly impacted the Air Cargo Market in the region,0,0.08,0.86,0.85,0.83
airports to cut the number of flights that can take off per day over the busy summer period,35,0.08,0.88,0.87,0.99
"Terminal 4 will increase Changi Airport’s capacity, “allowing the air hub to meet increasing demand for air travel and support airlines’ plans to launch more flights,” CAG said Friday",38,-0.03,0.80,0.90,0.88
"India - By India"" sustainment programme Boeing has been expanding supply chain capabilities, and collaborating with the local business community",18,-0.02,0.83,0.84,0.94
The overall impact of the COVID-19 pandemic on the aviation industry is severe,17,0.03,0.85,0.91,0.98
"Air traffic has also been hit, in Britain and around the world, as airlines and airports struggle to cope with the return of mass travel after two years of pandemic disruption",20,-0.00,0.81,0.91,0.78
Italian flag-carrier ITA Airways on Friday announced that it will increase its flights to the Greek island of Kefalonia from Rome Fiumicino next month,2,0.13,0.85,0.86,0.86
This joint certification process will further strengthen Australia’s aviation capabilities,31,0.02,0.77,0.88,0.90
Tap Air Portugal has cancelled three flights over the coming days as the aviation industry struggles to return to normal pre-Covid schedules,33,0.07,0.88,0.89,0.82
"It has already limited passengers to 100,000 a day and airlines like British Airways have cut more than one in ten of its flights",35,0.08,0.88,0.95,0.69
"Air travel in the U.S. has returned to nearly 90% of 2019 levels, according to government figures, although corporate travel remains down 20% to 25%, American said",10,0.10,0.85,0.87,0.87
Sustainable Aviation Fuels (SAF) are the first viable alternative to fossil kerosene and a key lever to reduce CO2 emissions in the aviation industry,24,0.11,0.82,0.84,0.89
"Air travel in the U.S. has returned to nearly 90 percent of 2019 levels, according to government figures, although corporate travel remains down 20 percent to 25 percent, American said",10,0.10,0.85,0.87,0.87
"t has already limited passengers to 100,000 a day and airlines like British Airways have cut more than one in ten of its flights",35,0.08,0.88,0.95,0.69
Etihad has been a key provider of critical air cargo capacity throughout the pandemic,17,0.03,0.85,0.91,0.91
"In fact, airlines have been forced to cut flights and make costly staffing adjustments to avoid cancellations and delays, increasing operating costs",14,0.05,0.70,0.80,0.96
"The development came following the announcement from the federal government, notifying a decrease in fares of trains and Pakistan International Airlines (PIA) flights",38,-0.03,0.80,0.84,0.87
The minister announced a 10 per cent reduction in fares of economy class trains and domestic flights of the PIA,2,0.13,0.85,0.85,0.71
"moving towards the pre-pandemic levels, airlines are augmenting their flights on both domestic and international routes",6,0.05,0.78,0.82,0.88
"The companies are registering a “sustained growth” in business travel, which is almost at par with the pre-pandemic levels now",17,0.03,0.85,0.85,0.85
"He added that the firm expected business activity to benefit from an increase in air traffic to Singapore, as current traffic levels were still at just around half",39,0.01,0.86,0.85,0.90
"Madam Naomi Gyan, a teacher said she was hopeful that people in the region would patronize the airport to enhance domestic air transport in the region, saying the huge investments put into the project",39,0.01,0.86,0.90,0.76
skirting recommendations from its own climate advisers to reduce demand for flying,19,0.06,0.85,0.88,0.83
"well as frequent flight delays and cancellations, travellers have come to expect queues, lost bags and long waits to reach help centres on the phone",38,-0.03,0.80,0.82,0.95
The slight month-on-month decline in total sales and passenger travel shows that demand for air travel remains strong for both domestic and international travel routes,29,0.04,0.84,0.87,0.87
"at the airport, leading several carriers to drastically cut flights",35,0.08,0.88,0.96,0.56
"London Heathrow officials  told carriers that it needed to limit departing-passenger capacity, forcing some airlines to cut flights",6,0.05,0.78,0.86,0.92
"London Heathrow officials last week told carriers that it needed to limit departing-passenger capacity, forcing some airlines to cut flights",6,0.05,0.78,0.86,0.92
"It was the first time in three quarters for each company to return to the final surplus for three months, indicating a recovery in US aviation demand, which had fallen due to the Korona-ka",4,0.09,0.86,0.80,0.98
"Passengers have proved more than willing to pay high fares for air travel, but the industry is cutting flights to improve reliability amid widespread complaints about delays and cancellations",38,-0.03,0.80,0.90,0.85
"London Heathrow officials told airlines last week that it was necessary to limit departing passenger capacity, forcing some airlines to cut flights",6,0.05,0.78,0.87,0.97
"Following the arrival of the fifth Airbus A320, TUS Airways will increase flights on several regular routes",35,0.08,0.88,0.84,0.87
The arrival of our fifth aircraft marks another exciting milestone for the airline as we continue to significantly expand flight operations,3,0.09,0.81,0.81,0.96
"We are seeing the strong return of aviation, with the number of flights increasing each week as border restrictions in Australia ease and people start flying again",38,-0.03,0.80,0.87,0.92
there is a need to cut air traffic to reduce greenhouse gas emissions,39,0.01,0.86,0.85,0.91
Some passengers on Air Peace’s second flight to its recently launched Guangzhou destination from Lagos have applauded the airline on its commencement of flight operations to the Asian country,6,0.05,0.78,0.89,0.72
Earlier predictions said the strike would reduce domestic air traffic by 50%,21,-0.01,0.82,0.82,0.94
This result was mainly attributable to the sharp increase in both Aviation,17,0.03,0.85,0.81,0.98
"A flight attendant is seen at Incheon Airport Terminal 2 on Thursday, as the gradual increase in the number of international flights has prompted airline employees to return to work",10,0.10,0.85,0.85,0.95
"enhancing our air travel offering with some 50 very attractive destinations, the majority of which are in the Mediterranean Basin,” says Michèle Barre, Vice-President",17,0.03,0.85,0.87,0.90
"Passengers have been left paying the price, with long queues, luggage problems, and flight delays and cancellations",9,0.02,0.74,0.84,0.85
"Says biggest supply chain issues are ""aircraft manufacturers",16,0.01,0.90,0.92,0.92
SOME passengers on Air Peace’s second flight to its recently launched Guangzhou have lauded the airline on its commencement of flight operations to the Asian country,6,0.05,0.78,0.90,0.71
The notice is certain to bring happiness to the passengers who had to give an additional fee at the check-in at the airport counter,38,-0.03,0.80,0.85,0.94
"the airline, which reported its second-quarter results yesterday, warned that it is likely to cut flights so that it can run more smoothly",6,0.05,0.78,0.83,0.95
The potential strike at privately held WestJet comes as airlines and airports across Canada struggle with a dramatic rise in air travel this summer following the lifting of pandemic restrictions,32,0.01,0.75,0.83,0.85
Airlines have had to reduce flights with a shortage of pilots at regional carriers and carriers have scrambled to hire tens,6,0.05,0.78,0.81,0.97
"Top Rise       Mon 18 Loses EUR150 million ($152 million) (1.2%) in MCap, steepest heavyweight fall in Aerospace & defense sector 142.8 -1.2",8,0.54,0.90,0.94,0.37
Boeing has strengthened its supply chain with more than 275 local companies in India,18,-0.02,0.83,0.80,0.88
"Top Rise       Mon 18 Loses $9 million (5.9%) in MCap, steepest heavyweight fall in Aerospace & defense sector 4.5 -5.9",8,0.54,0.90,0.94,0.37
"A Share (600893: CNY52.34) loses CNY3 billion ($386 million) (2.2%) in MCap, steepest heavyweight fall in Aerospace & defense sector",8,0.54,0.90,0.94,0.37
"10.03       Mon 18 Loses $12 million (2.4%) in MCap, steepest heavyweight fall in Aerospace & defense sector 9.79 -2.4",8,0.54,0.90,0.94,0.38
"For in-flight safety, passengers had time to directly experience various situations encountered by cabin crew, such as emergency exits, fire suppression training, slide escape, and lifeboat",6,0.05,0.78,0.87,0.80
"Bombardier Class B (BBD.B: CAD22.29) loses CAD30 million ($23 million) (1.5%) in MCap, steepest heavyweight fall in Aerospace & defense sector",8,0.54,0.90,0.93,0.41
The two sides agreed to encourage their airlines to increase flights,6,0.05,0.78,0.81,0.97
"9.9       Mon 18 Adds RUB6 billion ($109 million) (6.2%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.91,0.45
"3.9       Wed 20 Loses RUB4 billion ($80 million) (4.1%) in MCap, steepest heavyweight fall in Aerospace & defense sector 49.74 -4.1",8,0.54,0.90,0.94,0.37
"on slipping relative strength 38.4 -1.8 -0.9 VI*=1.6       Thu 21 Loses $616 million (2.0%) in MCap, steepest heavyweight fall in Aerospace & defense sector 37.62 -2.0 -2.3 Week",8,0.54,0.90,0.89,0.51
"findings will be integrated into Cascade, a model that provides real-time visualization of carbon emission reductions in aviation based on four decarbonization levers",31,0.02,0.77,0.83,0.97
"Wed 20 Loses $2 billion (2.7%) in MCap, steepest heavyweight fall in Aerospace & defense sector 26.4 -2.7",8,0.54,0.90,0.94,0.37
as increasing demand from the aviation industry would create lucrative growth prospects for the Airport Ground Transportation market across Asia-Pacific region,15,0.04,0.74,0.82,0.94
"As we move forward with the safe and gradual return of air travel, it is our governments priority to ensure a vibrant and competitive Canadian air sector that keeps travellers and workers safe",39,0.01,0.86,0.91,0.82
"The French side is willing to deepen practical cooperation with the Chinese side in aviation, agriculture, food, energy, people-to-people and cultural engagement and other fields, and strengthen coordination in global affairs",1,0.03,0.67,0.81,0.98
Increasing air traffic majorly in the Middle East and APAC regions and ASEAN countries and growing international trade are the key drivers for the growth of aerospace industries,24,0.11,0.82,0.85,0.92
"1.3       Mon 18 Loses CNY1 billion ($163 million) (1.1%) in MCap, steepest heavyweight fall in Aerospace products/parts sector 51.23 -1.1",8,0.54,0.90,0.90,0.45
