document,cluster_id,silhoutte_score,avg_cos_sim_to_centroid,cos_sim_to_centroid,centroid_ratio
New York is even considered to be one of the main cities for rising air travel costs,28,0.07,0.90,0.91,0.96
"British Airways cut nearly 30,000 flights this summer due to staffing shortages",35,0.08,0.88,0.95,0.77
"FAA grants waiver allowing airline to cut flights in New York and Washington, D.C",35,0.08,0.88,0.97,0.56
A top airline is cutting flights to 33 cities in its fall schedule,35,0.08,0.88,0.94,0.67
The air carrier announced that the number of flight service on the route will be increased to 30 flights,2,0.13,0.85,0.93,0.60
"A Southwest Airlines flight heading for Hawaii was forced to return to Oakland International Airport on Monday due to a ""mechanical issue,"" the airline said",30,0.11,0.86,0.93,0.79
"Flights have been reduced by US carriers such as Alaska Air Group Inc. and JetBlue Airways Corp., in part due to staff shortages",12,0.11,0.86,0.91,0.64
air traffic would resume normally with the return of all flights to Dubai International Airport without changes or delays from the specified schedule,33,0.07,0.88,0.91,0.95
"Delta Air Lines has been granted a temporary slot waiver to reduce some flights at New York John F Kennedy (JFK) and LaGuardia (LGA), as well as Ronald Reagan Washington",12,0.11,0.86,0.93,0.61
"Wadekamper hopes the Minneapolis flight, which was popular with people flying out of Helena, will return some day",16,0.01,0.90,0.93,0.74
"16.51       Mon 15 Loses CAD68 million ($53 million) (4.2%) in MCap, steepest heavyweight fall in Aerospace & defense sector 15.81 -4.2",8,0.54,0.90,0.93,0.38
"RPC % * Comment       Tue 09 Loses $60 million (3.2%) in MCap, steepest heavyweight fall in Aerospace & defense sector 14.52 -3.2 -2.0 Week",8,0.54,0.90,0.94,0.37
"RPC % * Comment       Tue 09 Loses RUB2 billion ($28 million) (1.9%) in MCap, steepest heavyweight fall in Aerospace & defense sector 42.3 -1.9",8,0.54,0.90,0.94,0.37
"227046109       Kratos Defense & Security Solutions (KTOS: $16.01) adds $54 million (2.8%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.92,0.43
"A Share (600038: CNY50.36) loses CNY825 million ($122 million) (2.7%) in MCap, steepest heavyweight fall in Aerospace & defense sector",8,0.54,0.90,0.94,0.37
First flight to Chandigarh returned to Ahmedabad after suffering a bird hit,33,0.07,0.88,0.90,0.69
Oman Air increases flights between Muscat,35,0.08,0.88,0.92,0.75
an effort to reduce use of private aviation as much as possible,19,0.06,0.85,0.94,0.58
Iberia expects to offer flights to Rio de Janeiro and to increase the number of flights to Havana from three to five,7,0.98,1.00,1.00,0.00
"those flights (arriving, departing) via Salalah Airport rose by 57.3%",7,0.98,1.00,1.00,0.00
"American Airlines will cut 28,807 flights",7,0.98,1.00,1.00,0.00
"The airline is progressively increasing the number of flights from Singapore to Japan (Tokyo, Osaka, Fukuoka and Nagoya) and to India (Chennai, Kochi and Bengaluru) by October 30",35,0.08,0.88,0.97,0.56
"Other people want to travel for business without having to worry about flight cancellations,"" said U.S. Rep",21,-0.01,0.82,0.90,0.79
These are important steps forward toward reducing emissions in the aviation sector,28,0.07,0.90,0.92,0.95
it is unlikely that the demand for aviation will shrink drastically,25,0.15,0.95,0.96,0.63
Government increases air travel security,26,0.04,0.77,0.95,0.73
"in 2024, when global air travel is predicted to return to normal levels",10,0.10,0.85,0.92,0.78
The Ministry of Industry and Trade plans to reduce the cost of flights on commercial aircraft by 2030 by switching to a single crew,12,0.11,0.86,0.92,0.59
"Applying an “excess profits” tax to the loss making airline sector in Hungary is inexplicable, and only succeeds in raising flight costs to/from Hungary",4,0.09,0.86,0.94,0.75
"Since establishing a hub in Seattle eight years ago, Delta Air Lines has increased its international flights to Europe, Asia and Latin America",22,0.36,0.89,0.90,0.55
more airlines are reducing flights due to the disruptions,12,0.11,0.86,0.96,0.62
"on falling relative strength       Fri 12 Loses $460 million (1.6%) in MCap, steepest heavyweight fall in Aerospace & defense sector 37.85 -1.6 -2.1 Week",8,0.54,0.90,0.94,0.37
"RPC % * Comment       Mon 08 Loses $80 million (5.9%) in MCap, steepest heavyweight fall in Aerospace & defense sector 3.84 -5.9",8,0.54,0.90,0.94,0.37
"2.3       Fri 12 Loses CAD3 million ($2 million) (4.8%) in MCap, steepest heavyweight fall in Aerospace & defense sector 2.19 -4.8",8,0.54,0.90,0.94,0.38
"RPC % * Comment       Mon 08 Adds CNY4 billion ($559 million) (3.3%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.92,0.43
Frontier Airlines also cut thousands of flights and several routes from its winter schedule,35,0.08,0.88,0.91,0.95
"The airline will increase the number of flights to Miami and Cape Town beginning November 1, 2022",35,0.08,0.88,0.97,0.56
"Air France will increase the number of weekly flights from Paris CDG to Miami from 14 to 19, and KLM will return to Miami with three weekly flights from Amsterdam, giving travellers 22 weekly flights",33,0.07,0.88,0.94,0.67
"American Airlines announced it was cutting 31,000 flights from its November schedule",2,0.13,0.85,0.95,0.69
"WestJet cut 410 flights for November, and Frontier announced the elimination of 90 previously planned November flights",2,0.13,0.85,0.92,0.56
the demand for global air travel continues to increase,26,0.04,0.77,0.95,0.73
"RPC % * Comment       Mon 08 Loses EUR29,327 ($29,867) (5.2%) in MCap, steepest heavyweight fall in Aerospace & defense sector 0.55 -5.2",8,0.54,0.90,0.94,0.37
"BAE Systems ADR (BAESY: $37.85) loses $460 million (1.6%) in MCap, steepest heavyweight fall in Aerospace & defense sector",8,0.54,0.90,0.90,0.47
"It is worth noting that air freight played an important role during the pandemic, and freight traffic remained above pre-pandemic levels throughout 2021, benefiting from the increased competitiveness compared to sea freight",17,0.03,0.85,0.90,0.83
Low-cost carrier Jetstar Asia will increase the number of flight services from Singapore to Bangkok,35,0.08,0.88,0.95,0.57
allowances have increased due to the expansion of international flights,22,0.36,0.89,0.90,0.55
Air India announced an increase of 24 new flights,2,0.13,0.85,0.92,0.66
The increase in air freight is more exaggerated,28,0.07,0.90,0.91,0.82
"Air India will increase flights from Delhi to Vancouver, Canada,",7,0.98,1.00,1.00,0.00
"Air India, today announced an increase of 24 new flights",2,0.13,0.85,0.92,0.66
Frontier Airlines (Nasdaq: ULCC) has cut thousands of flights and a number of routes from its winter itinerary,6,0.05,0.78,0.91,0.98
Ryanair has even increased its number of flights per day compared to before,7,0.98,1.00,1.00,0.00
"4.08       Mon 08 Loses $80 million (5.9%) in MCap, steepest heavyweight fall in Aerospace & defense sector 3.84 -5.9",8,0.54,0.90,0.94,0.37
"above 1       Tue 09 Loses $60 million (3.2%) in MCap, steepest heavyweight fall in Aerospace & defense sector 14.52 -3.2 -2.0 Week",8,0.54,0.90,0.94,0.38
"RPC % * Comment       Fri 05 Loses RUB2 billion ($39 million) (2.5%) in MCap, steepest heavyweight fall in Aerospace & defense sector 44.34 -2.5",8,0.54,0.90,0.94,0.37
"1.1       Mon 08 Adds CNY4 billion ($559 million) (3.3%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.91,0.45
"The pilot shortage is also forcing airlines, especially regional carriers, to reduce the number of flights they offer",12,0.11,0.86,0.91,0.71
airline Virgin Atlantic has announced to increase its flights to Pakistan,35,0.08,0.88,0.97,0.56
"With effect from October 30, 2022, Vistara will increase the number of flights between Delhi and Frankfurt from three to six per week, while flights between Delhi and Paris would increase from two to five per week",7,0.98,1.00,1.00,0.00
They will primarily use the service to reduce their use of air freight along key Intra-Asia trade lanes,19,0.06,0.85,0.90,0.66
Naval aviation is complex and can go wrong,25,0.15,0.95,0.91,0.98
for when the pent-up demand for air travel returned earlier this year,29,0.04,0.84,0.93,0.79
British airline Virgin Atlantic has announced to increase its flights to Pakistan,35,0.08,0.88,0.93,0.68
"American Airlines has announced a drastic change to its schedule, cutting more than 28,800 flights",2,0.13,0.85,0.91,0.60
"45.5       Fri 05 Loses RUB2 billion ($39 million) (2.5%) in MCap, steepest heavyweight fall in Aerospace & defense sector 44.34 -2.5",8,0.54,0.90,0.94,0.38
"4.5 Steepest Fall       Tue 09 Loses RUB2 billion ($28 million) (1.9%) in MCap, steepest heavyweight fall in Aerospace & defense sector 42.3 -1.9",8,0.54,0.90,0.94,0.37
"RPC % * Comment       Thu 04 Loses CNY2 billion ($236 million) (1.3%) in MCap, steepest heavyweight fall in Aerospace & defense sector 52.09 -1.3",8,0.54,0.90,0.94,0.37
"RPC % * Comment       Thu 04 Loses $183 million (8.2%) in MCap, steepest heavyweight fall in Aerospace & defense sector 1.06 -8.2",8,0.54,0.90,0.94,0.37
"Mon 08 Loses EUR29,327 ($29,867) (5.2%) in MCap, steepest heavyweight fall in Aerospace & defense sector 0.55 -5.2",8,0.54,0.90,0.94,0.37
British airline Virgin Atlantic has announced a new flight schedule for Pakistan increasing its number of flights to the country,2,0.13,0.85,0.92,0.55
Virgin Atlantic Airlines have announced to increase the flight operations to Pakistan,7,0.98,1.00,1.00,0.00
The increase was due to volume recovery as global domestic air travel has been continually increasing since early 2021,28,0.07,0.90,0.95,0.83
business travel returned to pre-pandemic       levels,10,0.10,0.85,0.92,0.65
Members of the Indian Parliament are looking to increase the number of flights between the Arabian Gulf airport,35,0.08,0.88,0.90,0.83
"we reduced our passenger flight capacity to the Chinese Mainland,",19,0.06,0.85,0.92,0.70
"announced that after two years, a number of flights are returning to Regina airport this winter",33,0.07,0.88,0.96,0.46
"The airline is to increase flights to the island nation, starting October",35,0.08,0.88,0.91,0.78
An American Airlines flight to Punta Cana was scheduled to return on Sunday,33,0.07,0.88,0.93,0.70
"The airline plans to increase the number of weekly flights by 30 percent in the fourth quarter to above 200 to meet rising demand for air travel, it said",30,0.11,0.86,0.91,0.97
"Jetstar Asia added a Saturday morning service between Singapore and Bangkok,        increasing flights to eight return services per week",33,0.07,0.88,0.91,0.78
"With an increase in air traffic and new airports across the country, there is a shortage of air traffic controllers",28,0.07,0.90,0.93,0.89
"The airline is also cutting 28 flights each between MSP and Miami International Airport,",35,0.08,0.88,0.92,0.71
It further added that there is significant growth potential in the maritime and aviation sector,39,0.01,0.86,0.90,0.82
The reason airlines play this up is to counter the idea that we need to reduce the number of flights,4,0.09,0.86,0.91,0.99
"15 0.7 1.1 Top Rise       Tue 09 Loses $60 million (3.2%) in MCap, steepest heavyweight fall in Aerospace & defense sector 14.52 -3.2 -2.0 Week",8,0.54,0.90,0.94,0.37
"Thu 04 Loses $183 million (8.2%) in MCap, steepest heavyweight fall in Aerospace & defense sector 1.06 -8.2",8,0.54,0.90,0.94,0.37
"RPC % * Comment       Wed 03 Loses GBP68 million ($84 million) (3.0%) in MCap, steepest heavyweight fall in Aerospace & defense sector 382.2 -3.0",8,0.54,0.90,0.94,0.37
"on slipping relative strength       Fri 05 Loses RUB2 billion ($39 million) (2.5%) in MCap, steepest heavyweight fall in Aerospace & defense sector 44.34 -2.5",8,0.54,0.90,0.94,0.37
"on falling relative strength       Tue 09 Loses RUB2 billion ($28 million) (1.9%) in MCap, steepest heavyweight fall in Aerospace & defense sector 42.3 -1.9 -4.2 Week",8,0.54,0.90,0.94,0.37
"Thu 04 Loses CNY2 billion ($236 million) (1.3%) in MCap, steepest heavyweight fall in Aerospace & defense sector 52.09 -1.3",8,0.54,0.90,0.94,0.37
"Mon 08 Adds CNY4 billion ($559 million) (3.3%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.91,0.45
GKN Aerospace has stepped up to support the return to flight of an historic Spitfire PR,33,0.07,0.88,0.91,0.86
air travel is returning to pre-pandemic levels,10,0.10,0.85,0.93,0.67
the airline will expand the service to four weekly flights,3,0.09,0.81,0.92,0.78
"Thai AirAsia X is increasing flights on its Bangkok-Suvarnabhumi (BKK) to Seoul (ICN), South Korea",7,0.98,1.00,1.00,0.00
the White House aims to reduce aviation carbon emission levels by 20% by 2030,19,0.06,0.85,0.94,0.80
GKN Aerospace has stepped up to support the return to flight of a historic Spitfire PR,33,0.07,0.88,0.91,0.86
Products       GKN Aerospace has stepped up to support the return to flight of a historic Spitfire PR,33,0.07,0.88,0.94,0.60
The civil aviation sector was significantly impacted by the coronavirus pandemic and is on the recovery path,17,0.03,0.85,0.91,0.91
"RPC % * Comment       Tue 02 Adds $89 million (4.1%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.92,0.43
"A Share (600893: CNY52.90) adds CNY4 billion ($559 million) (3.3%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.92,0.43
"CAE (CAE: CAD33.64) loses CAD308 million ($238 million) (2.8%) in MCap, steepest heavyweight fall in Aerospace & defense sector",8,0.54,0.90,0.94,0.37
"394.2       Wed 03 Loses GBP68 million ($84 million) (3.0%) in MCap, steepest heavyweight fall in Aerospace & defense sector 382.2 -3.0",8,0.54,0.90,0.94,0.37
"RPC % * Comment       Wed 03 Loses CAD9 million ($7 million) (6.7%) in MCap, steepest heavyweight fall in Aerospace & defense sector 19.45 -6.7",8,0.54,0.90,0.94,0.37
"In addition to expanding our flight network, we are committed to working for the economic and social growth of Sofia and Bulgaria and our attractive airport taxes are part of this plan",16,0.01,0.90,0.95,0.71
"2.3       Thu 04 Loses CNY2 billion ($236 million) (1.3%) in MCap, steepest heavyweight fall in Aerospace & defense sector 52.09 -1.3",8,0.54,0.90,0.94,0.37
"the area, Taiwan’s Ministry of Transportation and Communications said on Monday that aviation traffic around the island is gradually returning",16,0.01,0.90,0.92,0.76
"local airlines raised the number of flights from Seoul in South Korea to Hanoi,",35,0.08,0.88,0.95,0.62
The flight to Bilbao on Sunday afternoon returned to the airport after less than an hour,33,0.07,0.88,0.98,0.59
"Like many network carriers, we have reduced our regional flying in recent months in response to the regional pilot shortage",19,0.06,0.85,0.92,0.67
"By the end of October, JetBlue will have increased the number of flights it operates between the UK and US from one to five",27,0.04,0.81,0.93,0.79
"American Airlines said Thursday it would cut thousands of flights scheduled for September and October,",30,0.11,0.86,0.96,0.79
our goal is to reduce air travel in favor of trains,19,0.06,0.85,0.92,0.76
"Irkut Corp loses RUB2 billion ($39 million) (2.5%) in MCap, steepest heavyweight fall in Aerospace & defense sector",8,0.54,0.90,0.94,0.37
"RPC % * Comment       Mon 01 Adds RUB2 billion ($29 million) (1.9%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.92,0.43
"on slipping relative strength       Fri 05 Loses RUB2 billion ($39 million) (2.5%) in MCap, steepest heavyweight fall in Aerospace & defense sector 44.34 -2.5 0.4 Week",8,0.54,0.90,0.94,0.37
"15.7 -2.2 -3.3 Steepest Fall       Tue Aug 02 Loses CAD2 million ($1 million) (1.9%) in MCap, steepest heavyweight fall in Aerospace & defense sector 15.4 -1.9",8,0.54,0.90,0.94,0.37
"Top Rise       Thu Aug 04 Loses CAD3 million ($3 million) (6.5%) in MCap, steepest heavyweight fall in Aerospace & defense sector 2.03 -6.5 -6.8 Week",8,0.54,0.90,0.94,0.37
"Tue 02 Adds $89 million (4.1%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.91,0.44
"20.9       Thu 04 Loses $183 million (8.2%) in MCap, steepest heavyweight fall in Aerospace & defense sector 1.06 -8.2",8,0.54,0.90,0.94,0.37
"Wed 03 Loses GBP68 million ($84 million) (3.0%) in MCap, steepest heavyweight fall in Aerospace & defense sector 382.2 -3.0",8,0.54,0.90,0.94,0.37
"RPC % * Comment       Mon 01 Loses CNY501 million ($74 million) (1.9%) in MCap, steepest heavyweight fall in Aerospace & defense sector 43 -1.9",8,0.54,0.90,0.94,0.37
American Airlines is cutting back flights in September and October out of Philadelphia International Airport,7,0.98,1.00,1.00,0.00
"In a press release, Vistara said it will be increasing its number of flights to Frankfurt in Germany and Paris in France",30,0.11,0.86,0.96,0.79
"According to the airline, the passenger was in a state of panic and considered a safety risk",4,0.09,0.86,0.91,0.91
the air transport industry experienced due to the coronavirus pandemic,0,0.08,0.86,0.91,0.66
"Denver-based Frontier Airlines (Nasdaq: ULCC) cut about 4,000 flights and 800,000 seats from flights between November 2022 and February 2023",35,0.08,0.88,0.90,0.81
"The airline is cutting flights from this hub in the fall, despite demand being at a pre-pandemic highs, USA Today reported",35,0.08,0.88,0.91,0.76
American Airlines said flights will be cut at Philadelphia International Airport,30,0.11,0.86,0.96,0.79
The airline will cut 209 flights in September and about 379 more,35,0.08,0.88,0.97,0.56
"The airport's largest carrier will be cutting two percent of its flights through September and October, the outlet says",30,0.11,0.86,0.94,0.66
The airline is cutting flights departing from Philadelphia,35,0.08,0.88,0.97,0.56
it cut dozens of daily flights this summer from Pearson Airport and other airports across the country,7,0.98,1.00,1.00,0.00
"On June 19, a SpiceJet flight for Jabalpur had to return to Delhi due",33,0.07,0.88,0.98,0.59
"A Vistara flight heading to Mumbai returned to Varanasi after it suffered a bird hit on Friday, 4 August, the airline said",30,0.11,0.86,0.92,0.78
"A Vistara flight heading to Mumbai returned to Varanasi after it suffered a bird hit on Friday, the airline said",30,0.11,0.86,0.92,0.78
"G8807B106       Rocket Lab USA (RKLB: $5.34) loses $51 million (2.0%) in MCap, steepest heavyweight fall in Aerospace & defense sector",8,0.54,0.90,0.94,0.37
Outbound passenger travel in the Philippines has already returned to around 70% of pre-pandemic levels,10,0.10,0.85,0.90,0.85
Many airlines have expanded flight offerings,3,0.09,0.81,0.92,0.78
United Airlines announced that it would begin cutting about 50 daily flights from Newark Liberty International Airport in July,23,0.36,0.94,0.98,0.41
"While travellers across Europe are grappling with disrupted flights amid the staffing crunch and a wave of strikes, the region’s airlines are making money again as travel rebounds from the Covid crisis",32,0.01,0.75,0.92,0.70
American Airlines says it is cutting 2% of flights from its schedule in September and October,30,0.11,0.86,0.93,0.67
"American Airlines is cutting more than 1,800 flights at the Philadelphia International Airport",7,0.98,1.00,1.00,0.00
Jetstar Asia is increasing flights to Bangkok,35,0.08,0.88,0.95,0.61
international travel has yet to return in large numbers,10,0.10,0.85,0.93,0.92
"On the same day, another IndiGo flight from Guwahati to Delhi returned to Guwahati airport due to a suspected bird strike after takeoff",33,0.07,0.88,0.95,0.60
"A Share (600893: CNY52.09) loses CNY2 billion ($236 million) (1.3%) in MCap, steepest heavyweight fall in Aerospace & defense sector",8,0.54,0.90,0.94,0.37
"Rolls Royce ADR (RYCEY: $1.06) loses $183 million (8.2%) in MCap, steepest heavyweight fall in Aerospace & defense sector",8,0.54,0.90,0.90,0.47
"4.1 2.5 0.7 Top Rise       Mon Aug 01 Loses $37 million (2.7%) in MCap, steepest heavyweight fall in Aerospace & defense sector 3.99 -2.7 -2.6 Week",8,0.54,0.90,0.94,0.37
Avelo Airlines is already expanding its direct flights servicing the Charles M. Schulz - Sonoma County Airport,3,0.09,0.81,0.90,0.93
IndiGo to further cut down on the turnaround time for a flight,35,0.08,0.88,0.95,0.57
The airline plans to increase its fortnightly service to weekly flights from 15 October 2022,35,0.08,0.88,0.93,0.71
"to rising demand for more flights, the aviation industry has been in a fix",16,0.01,0.90,0.94,0.84
"Business bookings, meanwhile, are reportedly on the rise and expected to increase further into the second half of the year",28,0.07,0.90,0.92,0.85
An Air Canada Express flight unexpectedly returned to a Toronto airport on Tuesday following takeoff,33,0.07,0.88,0.95,0.60
"Due to bad weather conditions, the intensity of aviation flights is reduced",19,0.06,0.85,0.91,0.75
Airlines have been cutting flights,35,0.08,0.88,0.97,0.56
"AAR CORP (""AIR-N"") - Launches Additional Fellowship Programs to Expand Aviation",18,-0.02,0.83,0.92,0.78
"Delta Drone (1DD0: 61.50c) loses EUR2 million ($2 million) (8.2%) in MCap, steepest heavyweight fall in Aerospace & defense sector",8,0.54,0.90,0.94,0.37
Airport officials say the increase of passengers is partly because of an increase in nonstop flights to domestic and international destinations,4,0.09,0.86,0.92,0.93
"Top Rise       Mon Aug 01 Loses $37 million (2.7%) in MCap, steepest heavyweight fall in Aerospace & defense sector 3.99 -2.7 -2.6 Week",8,0.54,0.90,0.94,0.37
United Airlines Holdings and Delta Air Lines are among carriers cutting back flights to deal with staff shortages,4,0.09,0.86,0.91,0.79
"Nowadays, the increasing population in cities is, in turn, raising the volume of air traffic",28,0.07,0.90,0.91,0.97
"As companies continue to increase their business travel, there needs to be proactive consideration on employee",28,0.07,0.90,0.90,0.91
"Since tourism is once again on a rise, often travellers have to deal with overcrowded airports and cancelled flights",4,0.09,0.86,0.93,0.77
though passenger flights are returning we are still seeing an increase in demand from airlines that want to fly to these other airports,33,0.07,0.88,0.91,0.87
A Qantas spokesperson said the flight to Griffith returned to Sydney in order to correct a mechanical issue,30,0.11,0.86,0.91,0.77
"The airline has already cut nearly 30,000 flights this summer",35,0.08,0.88,0.97,0.56
the Prime Minister and Tobago MPs Shamfa Cudjoe and Ayanna Webster-Roy should be pushing for longer opening hours at the ANR Robinson airport so that Caribbean Airlines Ltd (CAL) could increase its flights to the island,30,0.11,0.86,0.93,0.59
"airlines are reducing the number of flights to major destinations, controlling supply and demand",12,0.11,0.86,0.90,0.74
"The flight returned to London Gatwick airport after circling for two hours, per flight data",33,0.07,0.88,0.96,0.54
"5001210670       Satrec Initiative (A099320: KRW35,450.0) loses KRW13 billion ($10 million) (5.0%) in MCap, steepest heavyweight fall in Aerospace & defense sector",8,0.54,0.90,0.94,0.37
"Delta Drone (1DD0: 67.0c) loses EUR749,887 ($766,677) (2.9%) in MCap, steepest heavyweight fall in Aerospace & defense sector",8,0.54,0.90,0.94,0.37
Goal = reduce carbon emissions in the Aviation industry,19,0.06,0.85,0.92,0.58
"Steepest Fall       Thu Jul 28 Adds GBP23 million ($27 million) (3.9%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.95,0.35
demand for air travel has returned more strongly and more quickly,29,0.04,0.84,0.91,0.83
More foreign airlines may cut flights over $600m blocked funds,35,0.08,0.88,0.97,0.56
"In Ghana, some of the airlines have decided to reduce the number of flights going to Accra, citing shortages of staff,” he said",12,0.11,0.86,0.92,0.69
"Indonesia’s flag carrier is significantly boosting capacity on seven domestic and international routes from its hub at Jakarta’s Soekarno-Hatta International Airport, with flights to Bali",35,0.08,0.88,0.91,0.87
"same week, Air Canada announced it would cut 150 flights per day through July and August",23,0.36,0.94,0.98,0.41
The airline plans to cut the number of flights to Lagos,35,0.08,0.88,0.97,0.56
"The better-prepared Singapore Airlines, which is currently expanding its network of flights,",3,0.09,0.81,0.93,0.59
"The airline has increased the capacity from five-weekly services to a daily flight, starting today",35,0.08,0.88,0.97,0.56
Etihad Airways has today announced the extension of its flights between Abu Dhabi and Zanzibar,23,0.36,0.94,0.98,0.41
"The Grozny-Moscow flight returned to the airport of departure and landed safely,"" he said",33,0.07,0.88,0.90,1.00
"Steepest Fall       Wed 27 Adds $1 billion (2.3%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.92,0.43
It further said that flights at Murtala Muhammed International Airport will be decreased from 11 to 7 per week,30,0.11,0.86,0.96,0.79
"Starting from August 1, 2022, the airline has increased flights from five-weekly services to a daily flight",35,0.08,0.88,0.97,0.56
it is likely that the local aviation industry is bound to collapse,28,0.07,0.90,0.93,0.98
"However, there are also some issues such as more expensive plane tickets and airlines reducing their number of flights",16,0.01,0.90,0.93,0.91
"WestJet is not immune to the challenges facing the industry today, but we are committed to increasing the number of flights on our network in line with staffing levels sufficient to support our operational needs,” part of the airline’s statement said",4,0.09,0.86,0.91,0.85
His airline is reducing the number of flights it offers,12,0.11,0.86,0.96,0.62
The airline said that flights would be reduced from 11 per week,12,0.11,0.86,0.93,0.76
"change % Comment       Mon 18 Adds KRW214 billion ($163 million) (4.5%) in MCap, top heavyweight rise in Aerospace & defense sector 50,700",8,0.54,0.90,0.92,0.43
"RPC % * Comment       Mon 25 Adds $54 million (4.2%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.92,0.43
"RPC % * Comment       Thu 21 Adds RUB24 billion ($442 million) (8.4%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.92,0.43
"Fri 22 Loses RUB9 billion ($157 million) (2.9%) in MCap, steepest heavyweight fall in Aerospace & defense sector 0.59 -2.9",8,0.54,0.90,0.94,0.37
"30.86 1.7 1.2 Rises for a third consecutive day       Tue 05 Loses CNY294 million ($44 million) (1.3%) in MCap, steepest heavyweight fall in Aerospace & defense sector 30.45 -1.3",8,0.54,0.90,0.94,0.37
"1.2       Fri 08 Loses CNY731 million ($109 million) (3.3%) in MCap, steepest heavyweight fall in Aerospace & defense sector 30.16 -3.3",8,0.54,0.90,0.94,0.37
"below 1       Wed 27 Adds $1 billion (2.3%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.91,0.44
"Wed 13 Loses $44 million (2.7%) in MCap, steepest heavyweight fall in Aerospace & defense sector 12.74 -2.7",8,0.54,0.90,0.94,0.38
"Thu 14 Loses GBP397 million ($473 million) (1.6%) in MCap, steepest heavyweight fall in Aerospace & defense sector 797.0 -1.6",8,0.54,0.90,0.94,0.38
"change % Comment       Mon 18 Adds GBP548 million ($650 million) (2.2%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.92,0.43
"Fri 29 Loses GBP296 million ($359 million) (1.2%) in MCap, steepest heavyweight fall in Aerospace & defense sector 770.0 -1.2 -2.3 Month",8,0.54,0.90,0.94,0.38
"Fri 29 Loses GBP296 million ($359 million) (1.2%) in MCap, steepest heavyweight fall in Aerospace & defense sector 770 -1.2 -1.8 Week",8,0.54,0.90,0.94,0.38
"Rolls Royce ADR adds $39 million (1.8%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.92,0.43
"Fri 29 Adds $39 million (1.8%) in MCap, top heavyweight rise in Aerospace & defense sector 1.12",8,0.54,0.90,0.91,0.43
"change % Comment       Tue 05 Adds $709,979 (1.3%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.92,0.43
"Wed 13 Adds $1 billion (1.3%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.91,0.44
"1.3       Wed 20 Loses $2 billion (2.7%) in MCap, steepest heavyweight fall in Aerospace & defense sector 26.36 -2.8",8,0.54,0.90,0.94,0.37
"Wed 27 Loses $914 million (1.1%) in MCap, steepest heavyweight fall in Aerospace & defense sector 26.03 -1.1",8,0.54,0.90,0.94,0.37
"change % Comment       Fri 01 Adds $93 million (4.5%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.92,0.43
"Thu 21 Loses $616 million (2.0%) in MCap, steepest heavyweight fall in Aerospace & defense sector 37.62 -2.0",8,0.54,0.90,0.94,0.38
Emirates Airlines has announced a reduction in its weekly flights to Nigeria from 11 to seven per week,2,0.13,0.85,0.96,0.76
"With the return of transatlantic passenger travel, the Freightos Air Index shows Europe – US East Coast prices are 28% lower than a year ago",16,0.01,0.90,0.92,0.84
Many airlines are choosing to reduce daily flights and stop service to certain airports altogether,12,0.11,0.86,0.92,0.58
airlines cut flights,35,0.08,0.88,0.97,0.56
"Fri 29 Loses GBP296 million ($359 million) (1.2%) in MCap, steepest heavyweight fall in Aerospace & defense sector 770 -1.2 -2.3 Week",8,0.54,0.90,0.94,0.38
part of its $100 billion plan to expand its aviation industry,18,-0.02,0.83,0.93,0.68
"CAE (CAE: CAD33.88) adds CAD276 million ($215 million) (2.6%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.92,0.43
airlines to cut capacity and flights,35,0.08,0.88,0.97,0.56
Business travel revenue returned to 60% of pre-pandemic levels by the end of June,10,0.10,0.85,0.92,0.65
two of the biggest travel hubs in Europe – reduced their passenger capacity and required airlines to cut flights,12,0.11,0.86,0.91,0.71
"In another incident on June 19, a SpiceJet flight for Jabalpur had to return to Delhi due",33,0.07,0.88,0.91,0.82
that airlines cut flights,35,0.08,0.88,0.97,0.56
demand for air travel has returned at an unexpectedly rapid pace,29,0.04,0.84,0.92,0.78
Xwing expands its autonomous air cargo operations to 400 weekly flightsJuly,18,-0.02,0.83,0.90,0.84
