document,cluster_id,silhoutte_score,avg_cos_sim_to_centroid,cos_sim_to_centroid,centroid_ratio
The National Quantum Office’s collaboration with the Finnish quantum ecosystem is a tremendous opportunity to develop competitive and world-leading quantum technologies,39,0.14,0.93,0.95,0.82
Advancements in quantum computing are essential for any nation’s digital economy,22,0.02,0.90,0.91,0.90
The Funds Forms N-Q and Form N-PORT reports are available       on the SECs,22,0.02,0.90,0.92,0.75
The Fund’s Forms N-Q and N-PORT are available on the SEC’s website,21,1.00,1.00,1.00,0.00
"The usage of Falcon signatures, a mechanism intended to enhance Algorand’s (ALGO) future in a post-quantum computing environment has been announced",7,0.03,0.77,0.85,0.66
Possible applications of quantum computing are in the exploration stage,0,-0.04,0.84,0.85,0.98
Australian quantum startup enlists GlobalFoundries to develop mass qubit production,17,0.14,0.87,0.86,0.88
"existing industrial-scale semiconductor foundries is therefore seen as a significant challenge in developing quantum processors, and this is what Archer is apparently hoping to tackle by teaming up with GlobalFoundries, which produces chips for customers such as AMD,",0,-0.04,0.84,0.89,1.00
Quantum Delta NL received 615 million euros from the National Growth Fund to develop quantum technology in the next seven years,25,0.03,0.82,0.86,0.82
"In the last year, AFRL has invested in the understanding and engineering of phonon dynamics in quantum systems with the goal of enabling quantum technologies that operate at room temperature",3,0.02,0.76,0.83,0.96
It is truly an exciting time for tech on Wall Street with the adoption of the cloud and quantum computing,2,0.08,0.85,0.82,0.90
"Brian Dixon, who succeeded the firm’s co-founders TechCrunch conducted a Q",22,0.02,0.90,0.90,0.94
programme thus enhances the research capacity in Europe substantially as it provides excellent research       opportunities to the best young talents in quantum research,4,-0.08,0.79,0.84,0.93
Integrating qubit materials with existing industrial-scale foundries is a significant challenge in developing quantum processors,2,0.08,0.85,0.91,0.99
Qian Shi currently offers quantum computing service offering 10 qubits,13,0.07,0.78,0.89,0.96
"With Qian Shi and Liang Xi, users can create quantum algorithms and use quantum computing power without developing their own quantum hardware, control systems, or programming languages,"" said Dr. Runyao Duan, Director of the Institute for Quantum Computing at Baidu Research",28,-0.05,0.67,0.81,0.89
Re-evaluating silicon       Companies developing quantum computers based on quantum computing chips often use silicon as a substrate,29,0.16,0.86,0.86,0.88
"Working hand in hand with embedded industry partners, SQMS will build a quantum computer and new quantum sensors at Fermilab, which will open unprecedented computational opportunities",19,0.03,0.83,0.88,0.83
"news follows a major deal with B&Q, which is taking a 430,240 sq ft warehouse and distribution facility that is already under construction",2,0.08,0.85,0.80,0.96
"Embracing heartbreak, change, and even new love Avenue Q remains hopeful and is a joy",22,0.02,0.90,0.83,0.90
EeroQ is developing single-electron quantum computing hardware,20,0.04,0.89,0.96,0.60
The startup notes its qubits are still in an early stage compared to other technologies,22,0.02,0.90,0.90,0.88
"Ultimately, EeroQ plans to build a large-scale quantum computer based on quantum magnetic (spin) state",19,0.03,0.83,0.87,0.96
"non-diamond hosts provide unique opportunities for building advanced platforms for quantum systems by taking advantage of the well-established material technologies developed for their hosts12,",25,0.03,0.82,0.85,0.88
Trapped ions provide an alternative flexible platform to perform quantum simulations due to its state-of-the-art technologies,25,0.03,0.82,0.89,0.79
The Burbank Arts & Education Foundation (BAEF) is proud to present the 2022 State of the Schools virtual event and live panel Q,2,0.08,0.85,0.81,0.99
16 high throughput chips are used to directly enable the X4-Q’s hash rate,2,0.08,0.85,0.81,0.88
"Archer is developing the12CQ chip, a world-first qubit processor technology, that could potentially allow for quantum computing",15,0.02,0.86,0.93,0.79
"She added that IBM is also researching quantum AI, but that is much farther",22,0.02,0.90,0.92,0.88
"Network Q is available as a stand-alone subscription service and in conjunction with Quantuvos' Executive-Quality Coaching for Everyone, Everywhere",2,0.08,0.85,0.82,0.87
work is underway on superfast quantum computers,22,0.02,0.90,0.84,0.96
16 high throughput chips are used to directly enable the X4-Q's hash rate,2,0.08,0.85,0.81,0.88
the most compelling aspect of the quantum revolution is the recent emergence of programs to develop national quantum computing centers,39,0.14,0.93,0.94,0.98
Various experts predict that quantum computers will be available to state actors within 3-10 years,22,0.02,0.90,0.90,0.79
"HITACHI, LTD. (6-6, Marunouchi 1-chome, Chiyoda-ku, Tokyo1008280) filed a patent application (PCT/JP2021/039150) for ""QUANTUM",8,0.06,0.70,0.89,0.70
These startups are looking for engineers with the knowledge to build quantum hardware and formulate quantum algorithms,4,-0.08,0.79,0.83,0.97
"GlobalFoundries is providing Archer with “expertise, equipment, and manufacturing processes” to further develop its 12CQ chip qubit technology",23,0.10,0.91,0.86,0.90
"Archer’s goal is to ensure its qubit materials are suitable for industrial-scale semiconductor nanofabrication, with the materials to then be incorporated in mobile-compatible devices",0,-0.04,0.84,0.87,0.93
He added integrating qubit materials with industrial-scale foundries is a “significant challenge” in developing quantum processors,2,0.08,0.85,0.92,0.99
We support our partners as the DLR’s experts on quantum computing,13,0.07,0.78,0.81,0.73
of building a quantum computer falls over the next 10 years,29,0.16,0.86,0.90,0.63
"This model delivers Quantum Dot NanoCell color technology, fast refresh rates,",25,0.03,0.82,0.84,0.78
efficient task execution Expected to contribute to improving the performance of quantum computers and reducing environmental impact,4,-0.08,0.79,0.83,0.91
"she researched quantum sensing to develop precision accelerometers, gyroscopes and atomic clocks",3,0.02,0.76,0.81,0.91
"The fundamental challenge to quantum computers is that the operations you want to do are noisy,"" said Thompson,",0,-0.04,0.84,0.88,0.86
One way to build a qubit,36,0.23,0.93,0.95,0.61
Sacrificing performance for qubit number is not a useful trade in quantum computing,0,-0.04,0.84,0.83,0.98
using other hybrid 2D materials to build superconducting circuits,19,0.03,0.83,0.88,0.74
It is expected to improve the performance of quantum computers,4,-0.08,0.79,0.81,0.97
"Finally, as well as the challenges around implementing quantum computing, we can’t ignore the challenges that the technology will potentially create itself when it is widespread",0,-0.04,0.84,0.90,0.87
"CONSULTING COMPANY (33768 Cherry AveMission, British Columbia V2V 2V6) filed a patent application (PCT/CA2022/050172) for ""CONSTRUCTING AND PROGRAMMING DRIVER GRAPHS IN QUANTUM HARDWARE FOR NON-STOQUASTIC",8,0.06,0.70,0.82,0.75
Bass Coast Shire CEO Ali Wastie will be the MC and facilitate the Q&A session,16,0.15,0.93,0.91,0.99
This research has been crucial to understanding and developing quantum computers,22,0.02,0.90,0.94,0.76
"Multiverse Computing, a global leader in delivering value-based quantum computing solutions, and IQM Quantum Computers have announced a partnership to develop integrated solutions for specific quantum-based applications in energy, chemistry, logistics, material science, finance, and other verticals",9,-0.08,0.73,0.84,0.89
"Through this partnership, both companies will tightly integrate IQM's co-designed quantum processors with Multiverse's Singularity SDK to accelerate the path to quantum advantage in solving real-world problems",9,-0.08,0.73,0.82,0.95
Multiverse's Singularity SDK is a front-runner in delivering intuitive quantum software,2,0.08,0.85,0.91,0.77
"While multiverse can offer added value today with our quantum-inspired solutions, being a part of a custom full-stack solution is key for singularity's adoption and will ultimately drive the adoption of quantum computing technologies",10,-0.04,0.69,0.84,1.00
David helped develop and launch the world’s first mobility application leveraging quantum computing,17,0.14,0.87,0.84,0.92
"This expanded roadmap includes our plans to build a 4,000+qubit processor by 2023, along with significant milestones to build an intelligent quantum software orchestration platform that will allow large and complicated problems to be easily",0,-0.04,0.84,0.82,0.94
Section 2 presents some standard concepts of quantum computing and explains the quantum algorithms at the root of PDE-solving,28,-0.05,0.67,0.87,0.86
This allows the algorithm to be implemented in 3n qubits,15,0.02,0.86,0.86,0.78
the effort to build quantum computers,36,0.23,0.93,0.96,0.57
This allows them to work on actual quantum computers and program them using the Qiskit open-source framework,15,0.02,0.86,0.84,0.76
"We are also collaborating with academia for joint research on quantum computing and recently, one of the research papers got accepted at a top Physics Conference",9,-0.08,0.73,0.82,0.87
Choy is creating technologies to boost the performance of quantum sensors,34,-0.08,0.81,0.81,0.96
"The TV is equipped with Quantum Dot technology to deliver ""purer, richer, more brilliant and accurate colors"" compared to your average LED TV",25,0.03,0.82,0.82,0.83
more researchers will use the facility to develop quantum technologies that can harness light in never-before-seen ways,3,0.02,0.76,0.82,0.91
"With Qian Shi and Liang Xi, users can create quantum algorithms and use quantum computing power without developing their own quantum hardware, control systems or programming languages,” said Runyao Duan, director of the Institute for Quantum Computing at Baidu Research",28,-0.05,0.67,0.81,0.89
"The firms will combine their respective expertise in quantum information processing to create a new, scalable interface for communicating with quantum processors via optical interconnects",17,0.14,0.87,0.83,0.92
"The TV is equipped with Quantum Dot technology to deliver “purer, richer, more brilliant and accurate colors” compared to your average LED TV",25,0.03,0.82,0.82,0.83
"While native quantum hardware is still in development, the hybrid model enables today’s applications with quantum software and simulators in the cloud",0,-0.04,0.84,0.85,0.90
"The College Park, Maryland-based company develops quantum computers, including the IonQ Aria,",17,0.14,0.87,0.93,0.72
"Singapore, VTT Technical Research Centre of Finland, IQM Quantum Computers, and CSC - IT Center for Science (Finland) agree to explore and promote research and development collaboration in the areas of quantum technologies",9,-0.08,0.73,0.84,1.00
The National Quantum Office’s collaboration with the Finnish quantum ecosystem is a tremendous opportunity to develop competitive and world leading quantum technologies,39,0.14,0.93,0.95,0.82
Quantum architecture Microsoft is developing quantum simulations and materials,17,0.14,0.87,0.97,0.68
It is a term usually used by companies working on things like breakthroughs in quantum computing,2,0.08,0.85,0.83,0.99
"Company expects to publish its comprehensive 10-Q Quarterly Report by September 15, 2022",6,0.27,0.86,0.83,0.68
Cleaner Energy Could Be Closer Than We Think       The application of quantum technologies,0,-0.04,0.84,0.89,0.95
"Although native quantum hardware is still in the development phase, hybrid models allow today’s applications to be enabled by quantum software and simulators in the cloud",0,-0.04,0.84,0.83,0.99
"As it stands, Sky Q is available right now, with prices starting from just £26",16,0.15,0.93,0.91,0.76
a research team from UCLA and Harvard has developed a new technology for building quantum computers,17,0.14,0.87,0.90,0.96
This week it made a big splash with an announcement it had developed a superconducting quantum machine,30,0.11,0.86,0.91,0.86
"Research is still in its infancy based around six primary methods, but there are already products appearing that",22,0.02,0.90,0.88,0.82
"a research consortium focused on the challenges of quantum information, says Kwiat",24,0.03,0.79,0.88,0.88
"Through this partnership, both companies will tightly integrate IQM’s co-designed quantum processors with Multiverse’s Singularity SDK to accelerate the path to quantum advantage in solving real-world problems",9,-0.08,0.73,0.82,0.95
Multiverse’s Singularity SDK is a front-runner in delivering intuitive quantum software,2,0.08,0.85,0.91,0.77
"While multiverse can offer added value today with our quantum-inspired solutions, being a part of a custom full-stack solution is key for singularity’s adoption and will ultimately drive the adoption of quantum computing technologies",10,-0.04,0.69,0.84,1.00
Governments and companies alike are thus rushing to develop quantum computing,39,0.14,0.93,0.95,0.75
"While Baidu’s recently announced quantum computer is only 10 qubits, the company claims to have also developed a 36 qubit chip",2,0.08,0.85,0.90,0.88
"There also have been moves by member states to increase national investment in quantum technologies, though the landscape is uneven",2,0.08,0.85,0.84,0.85
We develop a cryptographic       scheme for publicly verifiable quantum money based on Gaussian superpositions       over random lattices,18,0.05,0.62,0.82,0.99
"In this area, for example, the company seeks to develop new, innovative solutions to tackling climate change through the implementation of quantum technology",34,-0.08,0.81,0.85,0.89
"aiming to improve the quality of quantum computers, I would mention two other challenges on the scale of the global quantum computing industry",3,0.02,0.76,0.83,0.92
"While Nvidia pursues initiatives in quantum computing, investors will be happy with the general growth trajectory of the stock",2,0.08,0.85,0.82,0.94
The ultimate goal is to enable quantum computing to achieve its promise of unparalleled speed when it comes to solving highly complex problems like those  physical,25,0.03,0.82,0.82,0.98
"In addition to the state-of-the-art quantum computing technologies, there are several highly-anticipated proposals for new types of quantum computing hardware, such as photonic quantum computers or quantum computers based on neutral atoms",2,0.08,0.85,0.88,0.73
"attendees at IEEE Quantum Week will experience a dynamic program set to deliver cutting-edge developments in quantum research, practice, applications, education, and training",25,0.03,0.82,0.82,0.91
the quantum behavior of materials is crucial for overcoming these noise limitations and for the realization of devices that will offer a quantum advantage,2,0.08,0.85,0.85,0.85
QSC researchers are designing materials that enable topological quantum computing,15,0.02,0.86,0.86,0.81
"The method developed by the researchers will allow quantum information to be sent over entangled photons, which will not only survive certain amounts of light loss but also secure communication, the press release said",1,-0.08,0.71,0.84,0.95
"The Institute for Quantum Computing at Baidu Research aims at building full-stack quantum software and hardware solutions, and focuses on the breakthrough in fundamental Quantum research, the construction of autonomous and controllable quantum Infrastructure, the acceleration in practical quantum frontier Applications, and the development of industrial quantum Network, which altogether form Baidu's QIAN strategy",32,0.14,0.85,0.85,0.89
"Working hand in hand with embedded industry partners, SQMS will build a quantum computer and new quantum sensors at Fermilab which will open unprecedented computational opportunities",19,0.03,0.83,0.88,0.91
"This latest version of Singularity provides a quantum-based solution to a simple case portfolio optimization which is competitive against classical approaches currently used in industry,” said Malcolm",2,0.08,0.85,0.83,0.94
a milestone step to greatly improve the performance of quantum computation,3,0.02,0.76,0.82,0.96
"most startup funding at $148.2 million to develop its 1,024-qubit quantum processor by 2025",20,0.04,0.89,0.90,0.78
is necessary to replace The Central Theatre's sound reinforcement system with a new sound reproduction system that offers Delta Q,2,0.08,0.85,0.87,0.82
"With the Quantum Computing Initiative, DLR has begun a concerted effort to build quantum computers for Europe",19,0.03,0.83,0.89,0.76
you will implement these algorithms on quantum computers or simulators to develop quantum machine learning based parameterizations,9,-0.08,0.73,0.82,0.92
Developing a concept for hybrid conventional/quantum computing techniques to improve climate models       literature research and application,4,-0.08,0.79,0.86,0.90
"Meanwhile, cutting-edge technology in fields from artificial intelligence to quantum computing is mostly developed in other parts of the world",17,0.14,0.87,0.86,0.90
Further aspects provide a quantum computer comprising the device,25,0.03,0.82,0.91,0.82
The National Quantum Office ’ s collaboration with the Finnish quantum ecosystem is a tremendous opportunity to develop competitive and world leading quantum technologies,39,0.14,0.93,0.95,0.82
"at Q-NEXT, a research consortium focused on quantum information challenges",32,0.14,0.85,0.93,0.52
the US government is racing to build a post-quantum encryption standard,19,0.03,0.83,0.81,0.94
the UK was one of the first countries in the world to launch a government-funded quantum computing program,16,0.15,0.93,0.84,0.97
Japan is using public funds to develop a homegrown quantum computer by March 2023,20,0.04,0.89,0.82,0.83
the U.K. was one of the first countries in the world to launch a government-funded quantum computing program,16,0.15,0.93,0.84,0.97
the U.K. was one of the first countries in the world to launch a government-funded quantum computing program,16,0.15,0.93,0.84,0.97
"that Q/C is at an early stage, and there is considerable uncertainty on various aspects, including eventual profitability",2,0.08,0.85,0.87,0.81
"newcomer to Hyde Park, is developing a project that will use quantum computing to assist financial institutions",17,0.14,0.87,0.85,0.97
of building a quantum device is building the electronics to control it,19,0.03,0.83,0.88,0.87
"The fundamental challenge to quantum computers is that the operations you want to do are noisy,” said Thompson,",0,-0.04,0.84,0.88,0.86
"Alex's consumer and enterprise expertise will help us deliver Q-Ctrl's powerful capabilities in quantum computing and quantum sensing to the broadest range of end users, regardless of their experience levels,",10,-0.04,0.69,0.86,0.85
"Moreover, numerous traditional cryptographic algorithms used by blockchain transaction networks are difficult to attack quantum computing",2,0.08,0.85,0.91,0.99
"Researchers apply their knowledge and skills in areas such as the fundamental models of physics, chemistry, biology, and information systems, complex systems analysis, pattern recognition, and quantum computing and communications",37,0.07,0.70,0.83,0.93
"Also, as an optional function, the software contributes to improving the work environment by using AI and quantum computing to propose optimal personnel deployment",3,0.02,0.76,0.81,0.93
"practical QKD based on constellations of small satellites, a setup considered one of the most promising routes to creating a global quantum communication network",17,0.14,0.87,0.81,0.92
"It will enable new applications such as distributed quantum computing between remotely entangled quantum processors, addressing one of the industry’s most significant scaling challenges",15,0.02,0.86,0.87,0.68
"The companies will pool their quantum information processing expertise to develop a new, scalable interface for communicating with quantum processors via optical interconnects",17,0.14,0.87,0.89,0.97
The goal is to enhance Quantum computing technology for the company's AdTech and other digital marketing,4,-0.08,0.79,0.80,0.99
part of our path to building a scalable quantum computing system for businesses,19,0.03,0.83,0.86,0.75
The four winning algorithms will become part of the standard for post-quantum cryptography developed by NIST,38,0.05,0.83,0.83,0.67
We are on the cusp of another technological revolution as quantum computing technology continues to mature and enable us to solve problems that are far too computationally intensive for conventional computers,2,0.08,0.85,0.86,0.92
Hosseini (College of Engineering) will use the award to address outstanding challenges to large-scale quantum networks by investigating nonlinear interaction of electromagnetic fields with engineered materials for quantum network applications,3,0.02,0.76,0.82,0.90
"Silicon Quantum Computing (SQC) is credited with successfully developing the world's first atomic-scale circuit technology, providing computer engineers and tech developers with the potential to create high-capacity quantum computers to improve a range of different industry technologies",19,0.03,0.83,0.83,1.00
We have great academic capabilities in Australia around quantum computing,13,0.07,0.78,0.90,0.69
He is associate professor in physics at Chalmers and leads the university's work on building a Swedish quantum computer,2,0.08,0.85,0.82,0.98
Jennifer Choy develops technologies for improving quantum sensors at her lab at the University of Wisconsin–Madison,17,0.14,0.87,0.85,0.90
Near-term quantum computers will be limited in the number of qubits on which they can process information as well as the depth of the circuits that they can coherently,29,0.16,0.86,0.81,0.84
"Over time, Lemonada will provide unique opportunities for Q",23,0.10,0.91,0.83,0.82
"Q, Galveston       Dr. Philip Keiser, GCHD CEO and Galveston County local health authority, will be available for interviews on Saturday",16,0.15,0.93,0.88,0.95
"Meanwhile, cutting-edge technology in fields from artificial intelligence to quantum computing is mostly developed in other world regions",17,0.14,0.87,0.90,0.83
"Meanwhile, advanced technology in areas from artificial intelligence to quantum computing is usually developed in other regions of the world",17,0.14,0.87,0.83,0.94
QphoX specializes in photon wavelength conversion for quantum technologies and is working to create a quantum modem which will allow quantum processors to be networked together,0,-0.04,0.84,0.85,0.94
by the Defense Advanced Research Projects Agency (DARPA) to develop benchmarks for quantum application performance on large-scale quantum computers,17,0.14,0.87,0.90,0.83
"to advance quantum computing capabilities and benchmarks,” said Chad Rigetti, founder and CEO of Rigetti Computing. “Rigetti",24,0.03,0.79,0.84,0.83
Research efforts are well underway in the fields of quantum computing and communications,2,0.08,0.85,0.83,0.92
"However, these so-called quantum computers are still in the early phases of research and require extremely low temperatures",2,0.08,0.85,0.85,0.98
electrical and computer engineering who contributed to a National Science Foundation proposal to build quantum research and educational infrastructure in partnership with Virginia Tech,4,-0.08,0.79,0.87,0.89
Hosseini (College of Engineering) will use the award to address outstanding challenges to large-scale quantum networks by investigating the nonlinear interaction of electromagnetic fields with engineered materials for quantum network applications,3,0.02,0.76,0.82,0.90
how building a quantum internet to network quantum computers and quantum data might be a foundational system for the evolution of a quantum metaverse,2,0.08,0.85,0.91,0.81
"While quantum computers are still in the earliest stages of development, growing interest in their capabilities",2,0.08,0.85,0.86,0.90
"QphoX is developing the world's first Quantum Modem (TM) , a breakthrough device that will allow the quantum computing industry to scale through connectivity and parallelization and unlock the potential of the Quantum Internet.",15,0.02,0.86,0.91,0.94
"In late 2021, however, Amazon unveiled QuickSight Q, a tool that enables users to work with data using natural language rather than code",15,0.02,0.86,0.82,0.84
"QphoX is developing the world's first Quantum Modem(TM), a breakthrough device that will allow the quantum computing industry to scale through connectivity and parallelization and unlock the potential of the Quantum Internet.",15,0.02,0.86,0.91,0.94
memq Develops semiconductor materials with new qubit storage capabilities that will play an important role in quantum network development,12,-0.08,0.68,0.83,0.97
facing quantum technologies is the time-frame in which error-corrected quantum computers will be developed,39,0.14,0.93,0.95,0.85
"According to Microsoft, optimisation is a class of computing problems that are primary candidates for running on quantum computers in the future, providing a quantum advantage over classical computing",2,0.08,0.85,0.85,0.80
"Multiverse Computing, a leader in delivering value-based quantum computing solutions, has announced a collaboration in a research project with the Bosch Automotive Electronics plant in Madrid to leverage the power of quantum computing in the virtual replica or ‘digital twin’ of a factory",7,0.03,0.77,0.81,0.93
nobody try to prove and calculate the possibility to implement quantum computer with math and physics principle,12,-0.08,0.68,0.82,1.00
Some prototypes of QPU with hundreds of qubits are already built,19,0.03,0.83,0.93,0.74
"Of course they are far from ""commercially viable"" quantum computer, but with each day new quantum computers are built with increasing number of qubits",39,0.14,0.93,0.94,0.75
Quantum technology in the first era (1st gen quantum) was developed,17,0.14,0.87,0.96,0.62
Countries with economic advancement and leading technological companies around the world are focused on the importance of investing in research into quantum technologies with the aim of being an owner of it,32,0.14,0.85,0.86,0.84
We also propose a method for preparing 4-qubit cluster states with quantum circuits to facilitate their use in quantum computing,3,0.02,0.76,0.83,0.94
we present a new measurement method for the superposition state of a qubit due to its influence on transition probabilities between oscillator levels located in the energy region near the classical separatrix,18,0.05,0.62,0.83,0.93
resources with quantum computing devices to optimize the performance of today’s quantum systems,4,-0.08,0.79,0.82,0.97
when your target quantum device is available,2,0.08,0.85,0.82,0.92
"Hewlett Packard INC. AND SUBSIDIARIES       SEGMENT OPERATING MARGIN SUMMARY       (Unaudited)  Three months ended Change (pts) July 31, 2022 April 30, 2022 July 31, 2021 Q/Q Y/YSegment operating margin",35,1.00,1.00,1.00,0.00
"HP INC. AND SUBSIDIARIES       SEGMENT OPERATING MARGIN SUMMARY       (Unaudited)  Three months ended Change (pts) July 31, 2022 April 30, 2022 July 31, 2021 Q/Q Y/YSegment operating margin",35,1.00,1.00,1.00,0.00
"It is due to a phenomenon known as ""quantum parallelism,"" which enables a quantum computer to simultaneously investigate numerous potential solutions by combining the characteristics of a particle and a wave",2,0.08,0.85,0.85,0.95
"Aug. 30, 2022 – Multiverse Computing , a global leader in delivering value-based quantum computing solutions, and Objectivity , an IT solutions provider based in the UK, today announced a collaboration",7,0.03,0.77,0.84,0.78
"The companies will initially focus on offering quantum-based solutions in finance, manufacturing, healthcare and life sciences, retail and additional",32,0.14,0.85,0.81,0.86
Quantum computers are the next step in enabling computational improvements that could boost capabilities across the value chain,2,0.08,0.85,0.90,0.84
"On August 25, 2022, Baidu announced its first superconducting quantum computer that fully integrates hardware, software, and applications",7,0.03,0.77,0.91,0.73
Baidu also announced a plan to develop a 36-qubit quantum chip,7,0.03,0.77,0.91,0.77
"Singapore, VTT Technical Research Centre of Finland, IQM Quantum Computers and CSC – IT Center for Science (Finland) agree to explore and promote research and development collaboration in the areas of quantum technologies",9,-0.08,0.73,0.84,1.00
"SRI International, an independent non-profit research institute, today announced its selection by the National Institute of Standards and Technology (NIST) to create the first-ever quantum technology manufacturing roadmap",7,0.03,0.77,0.84,0.68
"Within the last year, there has been rapid convergence within organizations around plans to build large-scale quantum systems",39,0.14,0.93,0.97,0.57
Fujitsu will now use technology and know-how from Riken to become the first Japanese company to build quantum,24,0.03,0.79,0.83,1.00
CISA encourages all critical infrastructure owners to follow the guidance and the Post-Quantum Cryptography Roadmap to ensure a smooth transition to quantum computers,11,-0.08,0.72,0.81,0.86
"Multiverse Computing, a global leader in delivering value-based quantum computing solutions, and Objectivity, an IT solutions provider based in the UK, today announced a collaboration to bring quantum computing solutions to companies in Europe, the Middle East and Africa",4,-0.08,0.79,0.81,0.96
"It is due to a phenomenon known as “quantum parallelism,” which enables a quantum computer to simultaneously investigate numerous potential solutions by combining the characteristics of a particle and a wave",2,0.08,0.85,0.85,0.95
quantum computers that are useful and available to people everywhere” – they hire a lot of different roles that are relevant,39,0.14,0.93,0.85,0.91
Finland and Singapore entered into a memorandum of understanding to jointly explore and conduct research and development on quantum technologies,11,-0.08,0.72,0.81,0.95
Virginia Tech researches quantum technologies,13,0.07,0.78,0.85,0.72
"IBM has continued to develop quantum computers, which are generally much better at finding patterns in data",0,-0.04,0.84,0.86,0.97
"Interdisciplinary research in quantum computing started organically at Virginia Tech, Economou says",24,0.03,0.79,0.86,0.68
"So far, the Northrop Grumman funding has gone toward searching for another professor and researcher and helping connect company experts with Virginia Tech quantum science and engineering faculty to develop quantum computers and technology",12,-0.08,0.68,0.82,0.96
Economou’s Center for Quantum Information Science and Engineering focuses on researching quantum computing and communications,32,0.14,0.85,0.93,0.69
"Her group, which includes students, researchers and faculty from disciplines such as computer science, physics, chemistry, and engineering, performs theoretical research in quantum information, technologies, networking and cryptography",37,0.07,0.70,0.84,0.87
"The line between ‘researching’ and ‘developing’ quantum technology is somewhat blurry,” Economou explains",2,0.08,0.85,0.87,1.00
"As Virginia Tech’s two quantum technology research centers continue to grow, professors and students are expanding their quantum science research into new applications of quantum computing and technology",4,-0.08,0.79,0.83,1.00
"As more applications for these new quantum technologies are realized, companies also are establishing their own quantum programs, Economou says",0,-0.04,0.84,0.86,0.95
"research projects in China have been focused on anti-stealth radar advances, including developing quantum radar technology",32,0.14,0.85,0.90,0.79
a critical step on the path to developing quantum processors for quantum computing applications,17,0.14,0.87,0.84,0.96
SQC is now focused on customer partnerships and delivering the world’s first commercially useful quantum processor by 2028,32,0.14,0.85,0.90,0.58
It is expected that quantum computing services will initially be provided to customers in a similar way to current high-performance computing services,25,0.03,0.82,0.87,0.85
To build quantum computers that are useful and available to people everywhere” — they are hiring for a ton of different roles that are relevant to people of varying backgrounds,39,0.14,0.93,0.90,0.89
"To help organizations with their plans, NIST and the Department of Homeland Security developed the Post-Quantum Cryptography Roadmap",17,0.14,0.87,0.91,0.94
The observed increase of Q is much less,22,0.02,0.90,0.80,0.88
"With a grant from the National Science Foundation, researchers from Indiana University (both Bloomington and IUPUI campuses), Purdue University and the University of Notre Dame will develop industry- and government-relevant quantum technologies as part of",17,0.14,0.87,0.92,0.81
"With Qian Shi and Liang Xi, users can create quantum algorithms and use quantum computing power without developing their own quantum hardware, control systems, or programming languages,” said Dr. Runyao Duan, Director of the Institute for Quantum Computing at Baidu Research",28,-0.05,0.67,0.81,0.89
new ideas to improve the quantum computing field,4,-0.08,0.79,0.86,0.90
Fast production of large area patterns with nanometre resolution is crucial for the established semiconductor industry and for enabling industrial-scale production of next-generation quantum devices,2,0.08,0.85,0.83,0.92
"Various research projects in China have been focused on anti-stealth radar advances, including developing quantum radar technology",32,0.14,0.85,0.90,0.79
"these so-called quantum computers are still in their early stages of development and are extremely sensitive to their surroundings, requiring extremely low temperatures",2,0.08,0.85,0.88,1.00
using powerful quantum computers is a major concern in the future,22,0.02,0.90,0.92,0.74
"ColdQuanta, Inc., a US-based company that builds quantum computers and quantum sensing technologies,",19,0.03,0.83,0.92,0.77
The deployment of quantum technology in the aerospace industry is a huge opportunity for Germany as a major industrial hub,2,0.08,0.85,0.89,0.73
"error correction, something that was designed to improve quantum hardware, something that was designed by people to improve an architecture, also designed by people somehow is emerging in this completely different regime entirely",2,0.08,0.85,0.87,0.94
There has been a development of encryption standards based on quantum cryptography,2,0.08,0.85,0.89,0.99
"The government is scaling back its marketing of British consumer electronics to focus more of its trade promotion efforts on life sciences, quantum technology and space industry-related",32,0.14,0.85,0.86,0.73
Chinese search engine giant Baidu revealed Thursday its first quantum computer and even wants to make it available to external users,30,0.11,0.86,0.85,0.80
The Beijing-based company has also developed a 36-qubit quantum chip,20,0.04,0.89,0.97,0.59
The current quantum computers are still limited in size because qubits (the building blocks of these computers; particles sometimes smaller than an atom) are extremely sensitive to disturbances,2,0.08,0.85,0.90,0.90
The other component is that IONQ entered the public market via a reverse merger with a special purpose acquisition company,22,0.02,0.90,0.89,0.82
"in Brighton-based Universal Quantum Ltd, which is trying to build the first million quantum",19,0.03,0.83,0.82,0.79
announced a $2.3 million research program to advance       cryogenic technologies that will enable innovation in quantum       information science and technology,7,0.03,0.77,0.82,0.94
"a conventional computer, and the technical challenges to build a usable quantum computing device are immense",39,0.14,0.93,0.96,0.58
"A quantum algorithm has already been developed to conduct rapid integer factoring, which poses a disruptive threat to conventional cryptographic protection approaches for IT, finance, and so on",34,-0.08,0.81,0.83,0.97
"In addition, there is extensive development work ongoing on quantum communications and quantum sensing",2,0.08,0.85,0.89,0.74
Quantum communications can use quantum entanglement to enable safe and secure communications between quantum computers,15,0.02,0.86,0.89,0.85
"Despite rapid advances in quantum computing technologies, the qubit       connectivity limitation remains to be a critical challenge",0,-0.04,0.84,0.83,0.99
"As a result, quantum circuits may not be directly       executed on quantum hardware, and a quantum compiler needs to perform qubit       routing to make the circuit compatible with the device",28,-0.05,0.67,0.86,0.99
taking place in the UK now to develop quantum computers is the first step towards this exciting future,39,0.14,0.93,0.95,0.69
