document,cluster_id,silhoutte_score,avg_cos_sim_to_centroid,cos_sim_to_centroid,centroid_ratio
"International travel decreased 22 per cent while domestic travel decreased 27 per cent compared to June 2019, before the pandemic",30,0.11,0.86,0.97,0.53
optimistic and Air Canada flights will return to previous levels this fall,20,0.57,0.97,1.00,0.19
airlines increased flights but failed to increase their staff,17,0.40,0.89,0.99,0.25
"Meanwhile BA announced on Wednesday it is cutting a further 10,300 short-haul flights until the end of October, according to Sky News",13,0.92,0.99,1.00,0.04
"Rival airline Jet2 yesterday blamed airports for the summer holiday chaos, saying they had failed to properly prepare for the return of air travel",12,0.20,0.87,0.95,0.52
"British Airways has cut 10,300 short-haul flights on Wednesday (July 06, 2022) amid a shortage of aviation workers",25,0.29,0.84,0.98,0.37
"American airlines have reduced approximately 15% of planned summer flights, according to an airline trade group's report last month",33,0.98,1.00,1.00,0.02
"Airlines have increased flight capacity, with the OAG",17,0.40,0.89,0.99,0.25
all airlines cut their flights by 10% as they attempt to deal with massive baggage backlogs,17,0.40,0.89,0.99,0.25
MORE -Glasgow Airport hit with cancellations as major airline reduces flights,33,0.98,1.00,1.00,0.02
"1.2       Thu 07 Adds NOK3 billion ($286 million) (4.9%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"3.84 0.3 -0.4 Rises for a third consecutive day       Tue Jul 05 Adds $80 million (6.2%) in MCap, top heavyweight rise in Aerospace & defense sector 4.08",3,0.84,0.97,1.00,0.10
"% RPC % * Comment       Thu Jun 30 Adds $633 million (1.5%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"Last week, United Airlines said it would cut 50 daily flights from its Newark hub",8,0.58,0.94,0.99,0.24
Delta Air Lines announced it would cut 100 daily flights between 1 July and 7 August,13,0.92,0.99,1.00,0.04
"BA cut 8000 flights from their October-March schedule, while Lufthansa reduced their summer schedule",33,0.98,1.00,1.00,0.02
"% RPC % * Comment       Thu Jun 30 Loses CAD30 million ($23 million) (1.8%) in MCap, steepest heavyweight fall in Aerospace & defense",23,0.35,0.90,0.99,0.31
"Steepest Fall       Mon 04 Adds CNY6 billion ($918 million) (6.0%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"A Share (600391: CNY20.09) adds CNY221 million ($33 million) (3.5%) in MCap, top heavyweight rise in Aerospace products/parts sector",3,0.84,0.97,1.00,0.10
Strategies to reduce air travel,33,0.98,1.00,1.00,0.02
has blamed airports for failing to properly prepare for the return of air travel,12,0.20,0.87,0.95,0.52
"Qatar Airways announced its flights between Doha and Melbourne will increase from one to two flights per day starting Oct. 1, 2022, with the support of the Victoria State Government",13,0.92,0.99,1.00,0.04
"The company has announced it will cut a further 10,300 short-haul flights until the end of October",13,0.92,0.99,1.00,0.04
"British Airways (BA) announced it will cut further 10,300 short-haul flights till October",13,0.92,0.99,1.00,0.04
"In another incident on the same day, a SpiceJet flight for Jabalpur had to return to Delhi due",20,0.57,0.97,1.00,0.19
"British Airways to cut a further 10,300 flights until end of October       Airlines",17,0.40,0.89,0.99,0.25
"British Airways will cut more flights during the crucial summer holiday months, as airlines and airports across Europe struggle to keep up with strong post-pandemic demand from holidaymakers",17,0.40,0.89,0.94,0.81
this is a function of rising demand for air travel as recovery gets underway,26,-0.05,0.81,0.90,0.97
"Last week, in an unprecedented move, Air Canada reduced flights to reduce congestion at Toronto and Montreal hubs",33,0.98,1.00,1.00,0.02
"British Airways (pictured: Library image) has announced it will cut a further 10,300 short-haul flights until the end of October",13,0.92,0.99,1.00,0.04
We expanded our airfreight capacity multiple,38,0.51,0.94,0.99,0.22
the air freight cost can be reduced,33,0.98,1.00,1.00,0.02
"Canada’s largest airline lately stated it might reduce flights by 15% in July and August, with the modifications on largely home routes going into impact on Wednesday",33,0.98,1.00,1.00,0.02
"On July 2, 2022, a SpiceJet flight heading to Jabalpur returned to Delhi after the crew members observed smoke in the cabin at around 5,000 feet altitude",5,-0.03,0.80,0.92,0.75
"a SpiceJet flight heading to Jabalpur returned to Delhi after the crew members observed smoke in the cabin at around 5,000 feet altitude",5,-0.03,0.80,0.92,0.75
the aviation sector battling staff shortages and booming demand as the pandemic recedes,30,0.11,0.86,0.90,0.68
"British Airways (BA) has announced it will cut a further 10,300 short-haul flights",13,0.92,0.99,1.00,0.04
"British Airways cut another 10,300 short-haul flights through the end of October on Wednesday as the aviation sector battles staff shortages and booming demand as the pandemic recedes",30,0.11,0.86,0.97,0.53
"BRITISH Airways has announced it will cut a further 10,300 short-haul flights until the end of October",13,0.92,0.99,1.00,0.04
"British Airways (BA) has announced it will cut a further 10,300 short-haul flights until the end of October",13,0.92,0.99,1.00,0.04
"On 2 July, a SpiceJet flight heading to Jabalpur returned to Delhi after the crew members observed smoke in the cabin at an altitude of around 5,000 feet",5,-0.03,0.80,0.92,0.75
"British Airways has announced that it will be cutting10,300 short-haul flights before the end of October",13,0.92,0.99,1.00,0.04
"British Airways' helpline has crashed after it announced it will cut a further 10,300 short-haul flights until the end of October",13,0.92,0.99,1.00,0.04
"United Airlines said last week that it would slash about 12% of its flights out of Newark, New Jersey, one of its hubs, this summer beginning with the July",8,0.58,0.94,0.99,0.24
Transportation Security Administration data shows that air travel has returned to pre-pandemic levels,20,0.57,0.97,1.00,0.19
"In another incident, a SpiceJet flight for Jabalpur had to return to Delhi due",20,0.57,0.97,1.00,0.19
"on the same day, SpiceJet’s Boeing 737 freighter, a cargo aircraft returned to Kolkata while on its way to Chongqing, China",20,0.57,0.97,1.00,0.19
"U.S. flight cuts U.S. airlines have cut about 15 per cent of planned summer flights,",17,0.40,0.89,0.99,0.25
"4298546481       Singapore Post (S08: 65.0c) increases       Singapore Post Limited (SI:S08), Singapore's largest Air Freight and Logistics company",39,0.25,0.83,0.95,0.44
"% RPC % * Comment       Thu Jun 30 Adds CNY2 billion ($302 million) (1.9%) in MCap, top heavyweight rise in Aerospace products/parts sector",3,0.84,0.97,1.00,0.10
"% RPC % * Comment       Thu Jun 30 Loses KRW78 billion ($60 million) (1.5%) in MCap, steepest heavyweight fall in Aerospace & defense",23,0.35,0.90,0.99,0.31
"below moving average price 24.28 -2.8 -2.4 Price/MAP50 below 1 and falling       Thu Jun 30 Adds $633 million (1.5%) in MCap, top heavyweight rise in Aerospace & defense sector",27,0.40,0.87,0.90,0.51
We would like to apologise to some of our customers who have experienced flight delays in recent days,28,0.44,0.88,0.98,0.23
"In another incident on June 19, a SpiceJet flight to Jabalpur had to return to Delhi due",20,0.57,0.97,1.00,0.19
a SpiceJet flight heading to Jabalpur returned to Delhi after the crew members observed smoke in the cabin,5,-0.03,0.80,0.92,0.75
"On the same day, a SpiceJet flight for Jabalpur had to return to Delhi due",20,0.57,0.97,1.00,0.19
promotional campaigns with airlines and hotels to boost flight load factor and hotel occupancy rate to 70 per cent and 55 per cent,17,0.40,0.89,0.99,0.25
"During the slump in aviation caused by the coronavirus pandemic, their wages were cut by 10 per cent – in line with other groups of British Airways employees",25,0.29,0.84,0.98,0.37
"In another incident on June 19, a SpiceJet flight for Jabalpur had to return to Delhi due to cabin-pressure issues",20,0.57,0.97,1.00,0.19
"The early morning flight has returned to the airport, Zeller said last week",20,0.57,0.97,0.94,0.85
"Across the country, Air Canada is slashing about 154 flights daily from July through August, and West Jet is planning to reduce the number of flights by 25 per cent this summer compared to 2019",33,0.98,1.00,1.00,0.02
airline travel returned to pandemic-era levels amid staffing shortages and flight cancellations,20,0.57,0.97,1.00,0.19
British Airways has announced that it will cut 10% of its scheduled flights through October,13,0.92,0.99,1.00,0.04
"On 2 July, SpiceJet’s Jabalpur-bound flight returned to Delhi after the crew members observed smoke in the cabin at around 5,000-feet altitude",5,-0.03,0.80,0.92,0.75
"In an another incident on 19 June, SpiceJet’s Jabalpur flight had to return to Delhi due",20,0.57,0.97,1.00,0.19
"For the Baltics, the Pentagon will be increasing its rotational armor, aviation, air defense and special operation forces",25,0.29,0.84,0.98,0.37
British Airways announced in May that it would decrease 10% of its flights during the summer season,13,0.92,0.99,1.00,0.04
"Air Canada said last week that it is cutting more than 15% of its summer schedule, or nearly 10,000 flights",8,0.58,0.94,0.99,0.24
"% RPC % * Comment       Tue Jun 28 Adds $1 billion (2.9%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"on increasing volatility 45.44 -0.2 0.3 Drops on high volatility       Mon Jul 04 Adds CNY6 billion ($918 million) (6.0%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"This policy, known as the ""five one"" policy, caused more than 100 domestic and foreign airlines to cut international flights",17,0.40,0.89,0.99,0.25
"Since holiday weekend travel rose on Thursday, airlines have annulled over 2,200 U.S. flights",17,0.40,0.89,0.99,0.25
"According to a Pouya Air statement, the company's maiden flight between the Iranian city of Urmia and the Kurdish capital was forced to return to Iran due to a lack of an official authorization to land at the airport",20,0.57,0.97,1.00,0.19
Watterson said load factors for interisland flights in Hawaii are currently running percentages in the 60s because business travel has not returned to the pre-pandemic level,20,0.57,0.97,0.94,0.85
"SpiceJet said its flight heading to Jabalpur returned to Delhi on Saturday after crew members observed smoke in the cabin at around 5,000-feet altitude",5,-0.03,0.80,0.93,0.63
"The return of leisure travel by European airlines and airports has been worse than in the U.S. Due to staff shortages, strained infrastructure and bad weather, the U.S. is experiencing flight delays and cancellation",20,0.57,0.97,0.95,0.60
the tourism marketing agencies of Maldives and Malaysia have recently announced their efforts in boosting inbound travel,13,0.92,0.99,1.00,0.04
flights are on the rise as Air Canada reduces simply over 150 flights,36,0.05,0.86,0.92,0.86
"However, its load factor declined almost 12% year-on-year to 57.3%, meaning that despite an increase in aircraft flights, the average number of passengers per flight was lower",10,1.00,1.00,1.00,0.00
"Air Canada said last week it will cut more than 15 per cent of its summer schedule, or nearly 10,000 flights",8,0.58,0.94,0.99,0.24
Travelers can breathe a sigh of relief after a weekend of canceled flights,0,0.28,0.83,0.97,0.37
"Air Canada said last week that it is cutting more than 15% of its summer schedule, or nearly        10,000 flights",8,0.58,0.94,0.99,0.24
flights are on the rise as Air Canada has reduced more than 150 flights,36,0.05,0.86,0.92,0.86
"International flights are unaffected, except for limited timing changes to reduce peak flights",36,0.05,0.86,0.92,0.86
flights are on the rise as Air Canada reduces just over 150 flights,36,0.05,0.86,0.92,0.86
"With the ease of international travel restrictions as well as the gradual recovery of the Covid-19 pandemic, air travel has been steadily increasing with domestic and international travel picking up across India",30,0.11,0.86,0.93,0.50
"last week it will cut more than 15 per cent of its summer schedule, nearly 10,000 flights in July and August, as the country’s aviation network",25,0.29,0.84,0.98,0.37
as air travel returned to pre-pandemic levels,5,-0.03,0.80,0.90,0.71
Norwegian is also seeing an increase in the usual domestic routes,2,0.04,0.80,0.97,0.63
"A Share (600893: CNY48.17) adds CNY6 billion ($918 million) (6.0%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
Biman Bangladesh Airlines has increased 58 flights (round trip) on different domestic routes due to passengers' demand on the occasion of Eid-ul-Azha,17,0.40,0.89,0.99,0.25
Dominic Cardy is also slamming the federal government for funding the airline while it slashes the number of flights it offers,17,0.40,0.89,0.99,0.25
"The PIA increased flights following strong travel demand to northern areas due to summer vacations and Eid holidays,” the airline spokesperson announced",13,0.92,0.99,1.00,0.04
Customers passing through Dublin Airport on Saturday and Sunday also experienced lengthy delays in getting their lost luggage returned,28,0.44,0.88,0.98,0.23
Air Canada says it is cutting more than 15% of its scheduled flights in July and August,8,0.58,0.94,0.99,0.24
Air Canada announced last week that it’s slashing several flights this summer due to staffing shortages,13,0.92,0.99,1.00,0.04
Many airlines also offer online check-in,17,0.40,0.89,0.99,0.25
Singapore Airlines has also increased its direct flights to Singapore and there would be 45 trans-Tasman flights,10,1.00,1.00,1.00,0.00
"Air Canada announced last week that it would cut more than 15% (more than 9,500 flights) of its July and August schedules due to a stagnation in its air transportation system due to a surge in demand",13,0.92,0.99,1.00,0.04
how close U.S. air traffic is returning to pre-pandemic conditions,20,0.57,0.97,0.91,0.88
The countries of the Turkic world need to expand the increase mutual passenger air transportation,38,0.51,0.94,0.99,0.22
Aviation trade group Airlines for America (A4A) says companies have already slashed 15 percent of planned flights from their summer schedule,8,0.58,0.94,0.99,0.24
U.S. air travel is returning to its pre-pandemic state,20,0.57,0.97,1.00,0.19
"The cost of charter flights (for the football and basketball teams) will continue to go up, and so will be the number of more commercial flights for Midwestern Olympic sports teams",10,1.00,1.00,1.00,0.00
France’s civil aviation authority ordered a 17 percent reduction in flights,38,0.51,0.94,0.92,0.74
0.7 Top Rise       Thursday Aerospace sector rises,23,0.35,0.90,0.99,0.31
"% RPC % * Comment       Mon Jun 27 Adds NOK2 billion ($197 million) (3.3%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"GKE loses SGD1 million ($999,156) (1.9%) in MCap, steepest heavyweight fall in Air Freight and Logistics sector",39,0.25,0.83,0.95,0.44
"AeroVironment adds $93 million (4.5%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"SpiceJet said its flight heading to Jabalpur returned to Delhi on Saturday after the crew members observed smoke in the cabin at around 5,000-feet altitude",5,-0.03,0.80,0.93,0.63
the aviation sector is increasing in India,25,0.29,0.84,0.98,0.37
"Air service and passenger traffic continue to grow, with new airlines and the return of some domestic and international routes, staff said",5,-0.03,0.80,0.90,0.73
"a waiver from the Federal Aviation Administration to reduce flights at Newark, which is among the nation's busiest airports",36,0.05,0.86,0.92,0.86
international flights increased by 31% on 2019 prices,10,1.00,1.00,1.00,0.00
when air travel demand returned,20,0.57,0.97,1.00,0.19
"Thu 02 Adds RUB5 billion ($85 million) (1.7%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"Wed 08 Adds $20 million (7.3%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"11.28 -3.4 -0.7 Price/MAP200 below 1 and falling       Fri 10 Adds $6 million (2.0%) in MCap, top heavyweight rise in Aerospace & defense sector 11.51",3,0.84,0.97,1.00,0.10
"RPC % * Comment       Fri 24 Adds CNY2 billion ($230 million) (1.6%) in MCap, top heavyweight rise in Aerospace products/parts sector",3,0.84,0.97,1.00,0.10
"3.3       Thu 30 Adds CNY2 billion ($302 million) (1.9%) in MCap, top heavyweight rise in Aerospace products/parts sector",3,0.84,0.97,1.00,0.10
"to 14-day low       Fri 17 Adds NOK2 billion ($180 million) (3.1%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"on slipping relative strength       Thu 02 Adds $163 million (7.2%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"change % Comment       Mon 06 Adds GBP504 million ($629 million) (2.1%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"Fri 24 Adds GBP598 million ($733 million) (2.5%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"RPC % * Comment       Fri 24 Adds GBP598 million ($733 million) (2.5%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"on falling relative strength       Fri 10 Adds KRW1 billion ($1 million) (1.5%) in MCap, top heavyweight rise in Aerospace products/parts sector 5,440",3,0.84,0.97,1.00,0.10
"to 14-day low       Tue 28 Adds KRW842 million ($653,865) (1.1%) in MCap, top heavyweight rise in Aerospace products/parts sector 4,070",3,0.84,0.97,1.00,0.10
"change % Comment       Wed 01 Adds $592 million (2.0%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"change % Comment       Wed 01 Adds $84 million (5.3%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"Wed 22 Adds $30 million (3.0%) in MCap, top heavyweight rise in Aerospace & defense sector 3.14",3,0.84,0.97,1.00,0.10
"change % Comment       Mon 27 Adds $208 million (19%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"3.23       Mon 27 Adds $208 million (19%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"RPC % * Comment       Fri 24 Loses SGD2 million ($2 million) (3.7%) in MCap, steepest heavyweight fall in Air Freight and Logistics sector 0.08 -3.7",39,0.25,0.83,0.95,0.44
"Tue 28 Loses SGD6 million ($4 million) (9.5%) in MCap, steepest heavyweight fall in Air Freight and Logistics sector 0.08 -9.5",39,0.25,0.83,0.95,0.44
"above 1       Fri 10 Loses SGD23 million ($16 million) (1.5%) in MCap, steepest heavyweight fall in Air Freight and Logistics sector 0.665 -1.5",39,0.25,0.83,0.95,0.44
"to 14-day low       Thu 16 Loses SGD23 million ($16 million) (1.5%) in MCap, steepest heavyweight fall in Air Freight and Logistics sector 0.64 -1.5 -1.3 Month",39,0.25,0.83,0.95,0.44
"above 1       Thu 30 Loses SGD45 million ($33 million) (3.0%) in MCap, steepest heavyweight fall in Air Freight and Logistics sector 0.65 -3.0",39,0.25,0.83,0.95,0.44
"0.67       Thu 30 Loses SGD45 million ($33 million) (3.0%) in MCap, steepest heavyweight fall in Air Freight and Logistics sector 0.65 -3.0 -2.7 Week",39,0.25,0.83,0.95,0.44
"RPC % * Comment       Fri 24 Adds CNY5 billion ($712 million) (4.9%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"1.1       Thu 30 Adds CNY2 billion ($289 million) (1.9%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"change % Comment       Tue 21 Adds $2 billion (4.5%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"Tue 28 Adds $1 billion (2.9%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"below moving average price 24.28 -2.8 -2.4 Price/MAP50 below 1 and falling       Thu 30 Adds $633 million (1.5%) in MCap, top heavyweight rise in Aerospace & defense sector",27,0.40,0.87,0.90,0.51
Jetstar expands Canberra network with new Melbourne and Gold Coast flights,38,0.51,0.94,0.99,0.22
Jetstar Group CEO Gareth Evans said the expansion of flights,8,0.58,0.94,0.99,0.24
"Wed 22 Adds $26 million (1.6%) in MCap, top heavyweight rise in Aerospace & defense sector 9.15",3,0.84,0.97,1.00,0.10
THE capacity of Guyana’s aviation sector will be significantly enhanced with the expansion of the boarding corridor at the Cheddi Jagan International Airport,11,0.01,0.78,0.92,0.61
Air travel in the United States has almost returned to pre-pandemic levels,20,0.57,0.97,1.00,0.19
Australia cannot be complacent and expect the return of all the flights and travellers,20,0.57,0.97,0.91,0.98
Some airlines have slashed flights from their summer schedules to ease the staffing burden,17,0.40,0.89,0.99,0.25
"British Airways have already announced a 10% reduction in flights between March and October,",13,0.92,0.99,1.00,0.04
"The Greater Toronto Airports Authority (GTAA), which manages Pearson International Airport, praised Air Canada’s resolution to reduce flights",36,0.05,0.86,0.90,0.75
"two of Canada’s major airlines have reduced flights ahead of the busy summer travel season, with demand growing amid relaxed pandemic measures",33,0.98,1.00,1.00,0.02
Air Canada announced it had cut more than 15 per cent of its scheduled flights for July and August,13,0.92,0.99,1.00,0.04
Air Canada said it will be cutting dozens of daily flights this summer as the airline tries to keep up with soaring demand for travel,4,0.11,0.81,0.91,0.82
domestic travel has returned to pre-pandemic levels,20,0.57,0.97,1.00,0.19
Both LAX and Burbank are seeing an uptick in passenger flights over 2021 and 2019 (pre-COVID-19) levels,2,0.04,0.80,0.97,0.63
"Qatar Airways said yesterday that it will increase Berlin services from daily to 10 weekly flights, starting on August 12, and increasing it to 11 weekly flights on September",8,0.58,0.94,0.99,0.24
"On Friday, the Chinese civil aviation indicated to be in discussion with a number of countries to gradually increase the number of flights to China",10,1.00,1.00,1.00,0.00
There is reason to be cautiously optimistic for the return of travel demand as growth in international travel is finally expected in 2022,5,-0.03,0.80,0.91,0.73
"International travel decreased by 29 percent while domestic travel decreased by 35 percent compared to April 2019, before the pandemic",30,0.11,0.86,0.97,0.53
"Only adding to the flying chaos in Europe is an ongoing labor dispute with the workers’ union, causing France’s civil aviation authority to reduce flights from Charles de Gaulle airport by 17%",36,0.05,0.86,0.91,0.66
"On Wednesday, the CEO of the Montreal-Trudeau Airport – where Air Canada said it would be reducing some of its flights",36,0.05,0.86,0.94,0.55
Airlines were asked to cut 10% of flights at two terminals,17,0.40,0.89,0.99,0.25
"FECON Foundation Engineering and Underground Construction Joint Stock Company FTI Consulting Enhances Aviation Practice with Two Senior Managing Director Appointments       Scott Gibson and Marty Kuehne Add Strategy, Growth and Investment and Talent Development Expertise",11,0.01,0.78,0.92,0.61
Customers have also experienced mile-long queues at airports and lengthy delays,28,0.44,0.88,0.98,0.23
The decommissioning of RAF Scampton in 2022 provides an opportunity to enhance the aviation product,11,0.01,0.78,0.92,0.69
The increase in air travel in Europe is the cause,10,1.00,1.00,1.00,0.00
"In the Baltic region, the United States will enhance its rotational deployments - which include armored, aviation, air defense, and special operations forces - to reinforce Baltic security, enhance interoperability, and demonstrate the flexibility and combat readiness of U.S. forces",11,0.01,0.78,0.90,0.73
"Titomic Kinetic Fusion has boosted capabilities in the aerospace, automotive,",23,0.35,0.90,0.90,0.69
commercial flights to reduce the eye-watering cost to the taxpayer of private travel,33,0.98,1.00,1.00,0.02
"Emirates Airlines announced in a statement that it would increase the number of its flights between Dubai and Algeria, starting from May",13,0.92,0.99,1.00,0.04
"Airline giant Lufthansa is planning to cut more than 3,000 flights this summer due to staff shortages and strikes",17,0.40,0.89,0.99,0.25
"We're thrilled to welcome Lynx Air as a new airline at Halifax       Stanfield, expanding flight options to the Toronto area",17,0.40,0.89,0.99,0.25
We reduced our overall flying that traverses Jacksonville center,33,0.98,1.00,1.00,0.02
Travellers and athletes have adamantly been expressing their anger with airlines as a result of lost luggage and flight delays over the past several weeks,17,0.40,0.89,0.99,0.25
"We're thrilled to welcome Lynx Air as a new airline at Halifax Stanfield, expanding flight options to the Toronto area",17,0.40,0.89,0.99,0.25
international bookings increased by 7%,2,0.04,0.80,0.97,0.63
Air Cargo had started as an underdog during pandemic,30,0.11,0.86,0.97,0.53
"above moving average price 764 0.5 1.5 VI*=1.1       Fri 24 Adds GBP598 million ($733 million) (2.5%) in MCap, top heavyweight rise in Aerospace & defense sector",27,0.40,0.87,0.90,0.51
"at the top of the holiday list for international visitors, Qatar Airways has today announced it will increase its flights into Adelaide from Doha and Auckland",13,0.92,0.99,1.00,0.04
this acquisition Customs Support strengthens its local presence in Germany and expands its air freight capabilities,38,0.51,0.94,0.97,0.46
"The unprecedented coronavirus (""COVID-19"") pandemic and the related travel restrictions and physical distancing measures implemented throughout the world have significantly reduced demand for air",33,0.98,1.00,1.00,0.02
"49.19       Fri 24 Adds CNY2 billion ($230 million) (1.6%) in MCap, top heavyweight rise in Aerospace products/parts sector",3,0.84,0.97,1.00,0.10
"1.5       Tue 28 Adds $1 billion (2.9%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
baggage as airlines have cut the number of flights,17,0.40,0.89,0.99,0.25
Regional Insights-       Increasing Demand from U.S. Aerospace Industry to Boost Demand in North America,23,0.35,0.90,0.99,0.31
"Last week, United Airlines said it would cut 50 daily flights from its busy Newark hub",8,0.58,0.94,0.99,0.24
aviation regulation officials have said they are negotiating with more countries to gradually increase the number of flights to China,8,0.58,0.94,0.99,0.24
The number of direct flights offered at the airport has also fallen and international flights have been diverted to other cities due to pandemic restrictions,30,0.11,0.86,0.97,0.53
The airline may even cut back flights from Montreal to the Bathurst Regional Airport from 31 to 18,17,0.40,0.89,0.99,0.25
The airline will cut 50 domestic flights from starting July,17,0.40,0.89,0.99,0.25
the latest airline to preemptively cut flights heading into the busy summer travel season,17,0.40,0.89,0.99,0.25
AeroX is a non-profit organization formed in 2021 with the goal of creating and expanding unmanned aviation technology in Winston-Salem and Forsyth County,10,1.00,1.00,1.00,0.00
"excess of our pre-COVID levels, but business travel has been slow to return",20,0.57,0.97,1.00,0.19
The airline will cut 50 domestic flights from Newark Liberty International Airport starting July,17,0.40,0.89,0.99,0.25
Elizabeth City State University is partnering with a flight school and nonprofit organization to expand aviation education opportunities in North Carolina,38,0.51,0.94,0.99,0.22
The already existing staff shortages at airlines and airports are currently being exacerbated by the high number of new corona infections,17,0.40,0.89,0.99,0.25
BMG managing directors Maureen Crockett and Brian Julien will lead and expand the aviation and aerospace practice,23,0.35,0.90,0.95,0.78
"The development of innovative battery-electric, hybrid-electric and hydrogen-electric propulsion systems coupled with electric vertical takeoff and landing (eVTOL), electric short takeoff and landing (eSTOL) and electric conventional takeoff and landing (eCTOL) aircraft designs promises to significantly reduce air transportation costs and enable new advanced air mobility (AAM) markets",33,0.98,1.00,1.00,0.02
"1.2       Mon 27 Adds KRW117 billion ($91 million) (2.4%) in MCap, top heavyweight rise in Aerospace & defense sector 52,000",3,0.84,0.97,1.00,0.10
"RPC % * Comment       Wed 22 Adds $30 million (3.0%) in MCap, top heavyweight rise in Aerospace & defense sector 3.14",3,0.84,0.97,1.00,0.10
"3.23 -0.6 -4.1        Mon 27 Adds $208 million (19%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"RPC % * Comment       Wed 22 Adds $26 million (1.6%) in MCap, top heavyweight rise in Aerospace & defense sector 9.15",3,0.84,0.97,1.00,0.10
"Tue 28 Adds CAD25 million ($19 million) (1.5%) in MCap, top heavyweight rise in Aerospace & defense sector 19.41",3,0.84,0.97,1.00,0.10
"2.1       Fri 24 Adds CNY5 billion ($712 million) (4.9%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"Starting July, Korean Air will resume some international routes to the US, Europe, Japan and Southeast Asia while expanding the number of flights on those routes, the company said in a statement",8,0.58,0.94,0.99,0.24
The Armenian airline Flyone Armenia will increase the number of flights from Armenia to Russia from July,17,0.40,0.89,0.99,0.25
a financially viable air transport sector supports jobs and must be a driving force for Africa and the Middle East economic recovery from COVID-19,10,1.00,1.00,1.00,0.00
"Starting July, Korean Air will resume some international routes to the United States, Europe, Japan and Southeast Asia while expanding the number of flights on those routes, the company said in a statement",8,0.58,0.94,0.99,0.24
Many business travel processes are returning,20,0.57,0.97,0.95,0.60
Airlines and travelers are struggling with numerous flight delays this summer as low staffing,17,0.40,0.89,0.99,0.25
"the Norwegian capital, while the airport would like to see the return of the Lufthansa group and flights",20,0.57,0.97,0.91,0.94
"It is a sign that corporate travel is returning as Buckhead is a heavily corporate-based market,"" said Helen Zaver, senior vice president, Colliers Hotels",5,-0.03,0.80,0.90,0.72
70 flights Sunday - had said last Thursday it would cut 12% of its daily domestic flights from its busy Newark hub,8,0.58,0.94,0.99,0.24
"Air India, a subsidiary of the Tata Group, intends to expand its flight fleet during the next several years",38,0.51,0.94,0.99,0.22
A TUI flight from Manchester Airport to Cape Verde has returned to Manchester after circling around the North West for three hits following an emergency,20,0.57,0.97,1.00,0.19
"United Airlines said last week it would cut 12% of its daily domestic flights, or about 50 flights",8,0.58,0.94,0.99,0.24
United Airlines announced Thursday that it will cut 12% of its daily domestic flights from the busy Newark Hub,13,0.92,0.99,1.00,0.04
United Airlines said on Thursday it would cut 12% of its daily domestic flights from its busy Newark hub,8,0.58,0.94,0.99,0.24
"RPC % * Comment       Tue 21 Adds CAD2 million ($1 million) (1.2%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"RPC % * Comment       Tue 21 Adds $2 billion (4.5%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
