document,cluster_id,silhoutte_score,avg_cos_sim_to_centroid,cos_sim_to_centroid,centroid_ratio
"in-the-middle quantum stations, which can also be set out in a non-chain configuration to build a quantum network",35,0.05,0.83,0.84,0.79
Quantum Computing Inc is focused on providing software tools and applications for quantum computers,11,0.03,0.79,0.86,0.91
researchers to build quantum information networks that can take information from spin-based quantum bits,19,-0.06,0.76,0.81,0.92
this collaboration may bring to the company in terms of developing quantum hardware and software,13,-0.02,0.82,0.90,0.64
The Fund’s Forms N-Q and N-PORT are available on the SEC’s website,5,0.44,0.99,0.98,0.65
"existing industrial-scale semiconductor foundries is therefore seen as a significant challenge in developing quantum processors, and this is what Archer is apparently hoping to tackle by teaming up with GlobalFoundries, which produces chips for customers such as AMD,",1,-0.01,0.72,0.86,0.90
Quantum Delta NL received 615 million euros from the National Growth Fund to develop quantum technology in the next seven years,25,-0.06,0.76,0.84,0.79
"In the last year, AFRL has invested in the understanding and engineering of phonon dynamics in quantum systems with the goal of enabling quantum technologies that operate at room temperature",36,0.03,0.76,0.82,0.95
"Brian Dixon, who succeeded the firm’s co-founders TechCrunch conducted a Q",22,-0.07,0.85,0.84,0.89
programme thus enhances the research capacity in Europe substantially as it provides excellent research       opportunities to the best young talents in quantum research,14,-0.03,0.79,0.84,0.87
Integrating qubit materials with existing industrial-scale foundries is a significant challenge in developing quantum processors,0,0.03,0.80,0.87,0.83
Qian Shi currently offers quantum computing service offering 10 qubits,20,0.41,0.89,0.93,0.61
Trapped ions provide an alternative flexible platform to perform quantum simulations due to its state-of-the-art technologies,36,0.03,0.76,0.85,1.00
"Archer is developing the12CQ chip, a world-first qubit processor technology, that could potentially allow for quantum computing",4,-0.05,0.78,0.90,0.81
"She added that IBM is also researching quantum AI, but that is much farther",22,-0.07,0.85,0.83,0.95
"HITACHI, LTD. (6-6, Marunouchi 1-chome, Chiyoda-ku, Tokyo1008280) filed a patent application (PCT/JP2021/039150) for ""QUANTUM",16,0.30,0.89,0.96,0.58
He added integrating qubit materials with industrial-scale foundries is a “significant challenge” in developing quantum processors,18,0.00,0.82,0.85,0.98
efficient task execution Expected to contribute to improving the performance of quantum computers and reducing environmental impact,28,0.20,0.92,0.89,0.89
"The fundamental challenge to quantum computers is that the operations you want to do are noisy,"" said Thompson,",29,-0.03,0.77,0.85,0.95
One way to build a qubit,35,0.05,0.83,0.92,0.66
The qubit also includes at least one capacitor interconnecting nodes between respective pairs of the flux tunable elements to facilitate formation of Cooper-pair excitons in each of the microwave excitation mode and the noise-protected mode,24,0.05,0.71,0.86,0.71
It is expected to improve the performance of quantum computers,28,0.20,0.92,0.96,0.44
"Finally, as well as the challenges around implementing quantum computing, we can’t ignore the challenges that the technology will potentially create itself when it is widespread",1,-0.01,0.72,0.84,0.94
"CONSULTING COMPANY (33768 Cherry AveMission, British Columbia V2V 2V6) filed a patent application (PCT/CA2022/050172) for ""CONSTRUCTING AND PROGRAMMING DRIVER GRAPHS IN QUANTUM HARDWARE FOR NON-STOQUASTIC",16,0.30,0.89,0.82,0.76
This research has been crucial to understanding and developing quantum computers,18,0.00,0.82,0.83,0.90
"Multiverse Computing, a global leader in delivering value-based quantum computing solutions, and IQM Quantum Computers have announced a partnership to develop integrated solutions for specific quantum-based applications in energy, chemistry, logistics, material science, finance, and other verticals",34,0.03,0.75,0.85,0.91
"Through this partnership, both companies will tightly integrate IQM's co-designed quantum processors with Multiverse's Singularity SDK to accelerate the path to quantum advantage in solving real-world problems",34,0.03,0.75,0.83,0.90
"The Company files Quarterly Reports on Form 10-Q, Annual",37,0.08,0.73,0.91,0.50
"This expanded roadmap includes our plans to build a 4,000+qubit processor by 2023, along with significant milestones to build an intelligent quantum software orchestration platform that will allow large and complicated problems to be easily",4,-0.05,0.78,0.83,0.92
This allows the algorithm to be implemented in 3n qubits,4,-0.05,0.78,0.89,0.74
the effort to build quantum computers,35,0.05,0.83,0.96,0.75
This allows them to work on actual quantum computers and program them using the Qiskit open-source framework,4,-0.05,0.78,0.85,0.82
"The firms will combine their respective expertise in quantum information processing to create a new, scalable interface for communicating with quantum processors via optical interconnects",36,0.03,0.76,0.87,0.83
"Singapore, VTT Technical Research Centre of Finland, IQM Quantum Computers, and CSC - IT Center for Science (Finland) agree to explore and promote research and development collaboration in the areas of quantum technologies",34,0.03,0.75,0.85,1.00
Quantum architecture Microsoft is developing quantum simulations and materials,34,0.03,0.75,0.88,0.93
Cleaner Energy Could Be Closer Than We Think       The application of quantum technologies,29,-0.03,0.77,0.81,0.88
"Although native quantum hardware is still in the development phase, hybrid models allow today’s applications to be enabled by quantum software and simulators in the cloud",36,0.03,0.76,0.81,0.91
"As it stands, Sky Q is available right now, with prices starting from just £26",22,-0.07,0.85,0.83,0.80
a research team from UCLA and Harvard has developed a new technology for building quantum computers,35,0.05,0.83,0.84,0.86
This week it made a big splash with an announcement it had developed a superconducting quantum machine,19,-0.06,0.76,0.83,0.93
"a research consortium focused on the challenges of quantum information, says Kwiat",10,0.04,0.83,0.90,0.78
"Through this partnership, both companies will tightly integrate IQM’s co-designed quantum processors with Multiverse’s Singularity SDK to accelerate the path to quantum advantage in solving real-world problems",34,0.03,0.75,0.83,0.90
Governments and companies alike are thus rushing to develop quantum computing,18,0.00,0.82,0.87,0.82
"While Baidu’s recently announced quantum computer is only 10 qubits, the company claims to have also developed a 36 qubit chip",1,-0.01,0.72,0.82,0.95
"Multiverse Computing offers a wide range of quantum-based algorithmic services tailored to the needs of specific industries from finance to manufacturing, to energy and sustainable development",2,-0.03,0.77,0.82,0.94
"In this area, for example, the company seeks to develop new, innovative solutions to tackling climate change through the implementation of quantum technology",14,-0.03,0.79,0.83,0.94
"aiming to improve the quality of quantum computers, I would mention two other challenges on the scale of the global quantum computing industry",14,-0.03,0.79,0.81,0.99
The ultimate goal is to enable quantum computing to achieve its promise of unparalleled speed when it comes to solving highly complex problems like those  physical,14,-0.03,0.79,0.85,0.93
"We also perform experiments with the D-Wave Advantage 5.1 quantum annealer, solving many instances of up to 170-variable, quadratic unconstrained binary optimization problems",36,0.03,0.76,0.81,0.93
"The method developed by the researchers will allow quantum information to be sent over entangled photons, which will not only survive certain amounts of light loss but also secure communication, the press release said",17,-0.05,0.73,0.83,0.93
"The Institute for Quantum Computing at Baidu Research aims at building full-stack quantum software and hardware solutions, and focuses on the breakthrough in fundamental Quantum research, the construction of autonomous and controllable quantum Infrastructure, the acceleration in practical quantum frontier Applications, and the development of industrial quantum Network, which altogether form Baidu's QIAN strategy",6,-0.03,0.70,0.82,0.86
you will implement these algorithms on quantum computers or simulators to develop quantum machine learning based parameterizations,36,0.03,0.76,0.89,0.84
Developing a concept for hybrid conventional/quantum computing techniques to improve climate models       literature research and application,28,0.20,0.92,0.92,0.82
"Talks, keynotes, plenaries, lectures, union sessions and innovation sessions will be livestreamed, allowing live participation in Q&A in-person",27,-0.02,0.70,0.82,0.83
"Meanwhile, cutting-edge technology in fields from artificial intelligence to quantum computing is mostly developed in other parts of the world",34,0.03,0.75,0.83,0.98
Further aspects provide a quantum computer comprising the device,31,-0.01,0.74,0.80,0.99
"at Q-NEXT, a research consortium focused on quantum information challenges",10,0.04,0.83,0.91,0.76
the US government is racing to build a post-quantum encryption standard,19,-0.06,0.76,0.80,0.92
"The fundamental challenge to quantum computers is that the operations you want to do are noisy,” said Thompson,",29,-0.03,0.77,0.85,0.95
"Moreover, numerous traditional cryptographic algorithms used by blockchain transaction networks are difficult to attack quantum computing",0,0.03,0.80,0.81,0.93
"Also, as an optional function, the software contributes to improving the work environment by using AI and quantum computing to propose optimal personnel deployment",31,-0.01,0.74,0.81,0.95
The goal is to enhance Quantum computing technology for the company's AdTech and other digital marketing,14,-0.03,0.79,0.81,0.88
He is associate professor in physics at Chalmers and leads the university's work on building a Swedish quantum computer,23,-0.00,0.73,0.81,0.79
"to design, build and control a quantum computer with fluxonium-type quantum bits, but we think we",29,-0.03,0.77,0.80,0.83
"NQISRCs are researching quantum materials beyond silicon, quantum simulators,",33,0.02,0.73,0.82,0.86
"Meanwhile, cutting-edge technology in fields from artificial intelligence to quantum computing is mostly developed in other world regions",34,0.03,0.75,0.87,0.89
"Meanwhile, advanced technology in areas from artificial intelligence to quantum computing is usually developed in other regions of the world",6,-0.03,0.70,0.83,0.94
QphoX specializes in photon wavelength conversion for quantum technologies and is working to create a quantum modem which will allow quantum processors to be networked together,36,0.03,0.76,0.86,0.84
electrical and computer engineering who contributed to a National Science Foundation proposal to build quantum research and educational infrastructure in partnership with Virginia Tech,14,-0.03,0.79,0.80,0.92
He will also discuss some likely first use applications of quantum computers and the interaction with the Metaverse through the quantum internet,19,-0.06,0.76,0.80,0.93
"QphoX is developing the world's first Quantum Modem (TM) , a breakthrough device that will allow the quantum computing industry to scale through connectivity and parallelization and unlock the potential of the Quantum Internet.",14,-0.03,0.79,0.90,0.79
"QphoX is developing the world's first Quantum Modem(TM), a breakthrough device that will allow the quantum computing industry to scale through connectivity and parallelization and unlock the potential of the Quantum Internet.",14,-0.03,0.79,0.90,0.79
"Multiverse Computing, a leader in delivering value-based quantum computing solutions, has announced a collaboration in a research project with the Bosch Automotive Electronics plant in Madrid to leverage the power of quantum computing in the virtual replica or ‘digital twin’ of a factory",34,0.03,0.75,0.84,0.87
nobody try to prove and calculate the possibility to implement quantum computer with math and physics principle,17,-0.05,0.73,0.81,0.93
Some prototypes of QPU with hundreds of qubits are already built,35,0.05,0.83,0.90,0.92
"Of course they are far from ""commercially viable"" quantum computer, but with each day new quantum computers are built with increasing number of qubits",0,0.03,0.80,0.87,0.94
Quantum technology in the first era (1st gen quantum) was developed,34,0.03,0.75,0.81,0.90
We also propose a method for preparing 4-qubit cluster states with quantum circuits to facilitate their use in quantum computing,4,-0.05,0.78,0.83,0.94
we present a new measurement method for the superposition state of a qubit due to its influence on transition probabilities between oscillator levels located in the energy region near the classical separatrix,24,0.05,0.71,0.83,0.83
resources with quantum computing devices to optimize the performance of today’s quantum systems,14,-0.03,0.79,0.85,0.84
"It is due to a phenomenon known as ""quantum parallelism,"" which enables a quantum computer to simultaneously investigate numerous potential solutions by combining the characteristics of a particle and a wave",1,-0.01,0.72,0.81,0.97
"On August 25, 2022, Baidu announced its first superconducting quantum computer that fully integrates hardware, software, and applications",9,0.02,0.78,0.88,0.77
Baidu also announced a plan to develop a 36-qubit quantum chip,9,0.02,0.78,0.93,0.50
"Singapore, VTT Technical Research Centre of Finland, IQM Quantum Computers and CSC – IT Center for Science (Finland) agree to explore and promote research and development collaboration in the areas of quantum technologies",34,0.03,0.75,0.85,1.00
"Within the last year, there has been rapid convergence within organizations around plans to build large-scale quantum systems",1,-0.01,0.72,0.80,0.93
"Multiverse Computing, a global leader in delivering value-based quantum computing solutions, and Objectivity, an IT solutions provider based in the UK, today announced a collaboration to bring quantum computing solutions to companies in Europe, the Middle East and Africa",14,-0.03,0.79,0.81,0.97
"It is due to a phenomenon known as “quantum parallelism,” which enables a quantum computer to simultaneously investigate numerous potential solutions by combining the characteristics of a particle and a wave",1,-0.01,0.72,0.81,0.97
"PUKYONG NATIONAL UNIVERSITY INDUSTRY-UNIVERSITY COOPERATION FOUNDATION (45, Yongso-roNam-guBusan 48513) filed a patent application (PCT/KR2022/001857) for ""METHOD FOR MANUFACTURING CARBON QUANTUM DOTS HAVING DISCOLORATION CHARACTERISTICS WITH RESPECT TO ACCUMULATED AMOUNT OF UV EXPOSURE",16,0.30,0.89,0.82,0.95
Finland and Singapore entered into a memorandum of understanding to jointly explore and conduct research and development on quantum technologies,19,-0.06,0.76,0.81,0.84
Economou’s Center for Quantum Information Science and Engineering focuses on researching quantum computing and communications,10,0.04,0.83,0.88,0.68
"Her group, which includes students, researchers and faculty from disciplines such as computer science, physics, chemistry, and engineering, performs theoretical research in quantum information, technologies, networking and cryptography",23,-0.00,0.73,0.82,0.85
"As more applications for these new quantum technologies are realized, companies also are establishing their own quantum programs, Economou says",29,-0.03,0.77,0.85,0.86
"research projects in China have been focused on anti-stealth radar advances, including developing quantum radar technology",10,0.04,0.83,0.88,0.71
SQC is now focused on customer partnerships and delivering the world’s first commercially useful quantum processor by 2028,10,0.04,0.83,0.82,0.95
These potential qubits are further analyzed in terms of ab initio ligand field theory (AILFT) to understand the influence of the ligands on the singlet-triplet gap and ZFS parameters,24,0.05,0.71,0.80,0.91
"With a grant from the National Science Foundation, researchers from Indiana University (both Bloomington and IUPUI campuses), Purdue University and the University of Notre Dame will develop industry- and government-relevant quantum technologies as part of",23,-0.00,0.73,0.82,0.94
new ideas to improve the quantum computing field,28,0.20,0.92,0.97,0.36
"Various research projects in China have been focused on anti-stealth radar advances, including developing quantum radar technology",10,0.04,0.83,0.88,0.71
"ColdQuanta, Inc., a US-based company that builds quantum computers and quantum sensing technologies,",35,0.05,0.83,0.81,0.82
"Silicon-based quantum technology, which has only begun to be developed over the past decade, is known to have an advantage in that it utilizes a semiconductor nanostructure similar to what",29,-0.03,0.77,0.80,0.94
The Beijing-based company has also developed a 36-qubit quantum chip,35,0.05,0.83,0.87,0.86
The current quantum computers are still limited in size because qubits (the building blocks of these computers; particles sometimes smaller than an atom) are extremely sensitive to disturbances,0,0.03,0.80,0.84,0.88
"a conventional computer, and the technical challenges to build a usable quantum computing device are immense",18,0.00,0.82,0.88,0.80
Quantum communications can use quantum entanglement to enable safe and secure communications between quantum computers,36,0.03,0.76,0.81,0.94
"As a result, quantum circuits may not be directly       executed on quantum hardware, and a quantum compiler needs to perform qubit       routing to make the circuit compatible with the device",36,0.03,0.76,0.84,0.88
taking place in the UK now to develop quantum computers is the first step towards this exciting future,18,0.00,0.82,0.84,0.84
Microsoft pioneered innovation in the quantum computing world recently by announcing they,20,0.41,0.89,0.95,0.46
"The company harnesses quantum mechanics to build and integrate quantum computers, sensors, and networks",36,0.03,0.76,0.89,0.97
These results provide useful control       protocols for high-fidelity quantum information transmission over complex       quantum networks,31,-0.01,0.74,0.82,0.97
"The first pillar involves reinforcing scientific capacity, with actions to strengthen R&D on cutting-edge microprocessors and alternative architectures and integrated photonics, developing quantum chips and participating in the Important Projects of Common European Interest on Microelectronics and Communication Technologies",31,-0.01,0.74,0.82,0.90
"To the best of our knowledge, this is the first paper that goes beyond quantum       computing simulations and performs an experimental application of Quantum       Computing for power systems on a real quantum computer",15,-0.05,0.68,0.85,0.82
"About PsiQuantum       Powered by breakthroughs in silicon photonics and fault-tolerant quantum architecture, PsiQuantum is building the first utility-scale quantum computer to solve some of the world’s most important challenges",21,-0.03,0.73,0.81,0.96
Recent technological advancements in satellite based quantum communication       has made it a promising technology for realizing global scale quantum networks,14,-0.03,0.79,0.82,0.97
"a handful of companies globally are developing quantum computers and Heaney has been working with IBMs quantum hardware and Qiskit software, supported by LAS, for three years",0,0.03,0.80,0.90,0.78
We have also provided a recipe for the implementation of this method on a universal quantum computer using the Quantum Restricted Boltzmann Machine algorithm,31,-0.01,0.74,0.84,0.95
"In addition, recent advances in quantum computing technology to enhance such applications are briefly highlighted",14,-0.03,0.79,0.80,0.86
The Biden White House has prioritized efforts to develop cryptography resistant to quantum computing,19,-0.06,0.76,0.83,0.98
"a computational operation on two quantum bits (a CNOT gate) and a logical T gate, which is particularly difficult to implement using fault-tolerant quantum bits",18,0.00,0.82,0.84,0.92
"leading the United States’ efforts to deliver the first drone-based, mobile quantum network",7,-0.05,0.84,0.84,0.80
Applications of Quantum Dots       Quantum dots are semiconductor nanocrystals,0,0.03,0.80,0.85,0.93
"In       this paper, we develop tools for constructing decoherence-free stabilizer codes       for open quantum systems governed by Lindblad master equation",3,0.02,0.76,0.84,0.76
Our work provides       guidance to develop advanced quantum classifiers on near-term quantum devices       and opens up an avenue to explore potential quantum advantages in various       classification tasks,19,-0.06,0.76,0.82,0.97
"in advanced manufacturing, we seek to partner the industry to develop more quantum devices for solving real-world challenges",34,0.03,0.75,0.83,0.98
"is the integer factorization method based on a nuclear magnetic resonance (NMR) quantum processor, which is used to realize small quantum computer technology",18,0.00,0.82,0.86,0.88
"most, it is necessary to reduce the dimension of polynomials larger than the second degree, which requires the introduction of new variables, eventually leading to an increase in the number of qubits",24,0.05,0.71,0.80,0.92
"Because the physical world is not governed by classical rules but by quantum ones, the truly transformative applications of quantum computing will be the ones that",1,-0.01,0.72,0.81,0.89
Pasqal’s local U.S. presence will allow the company to further capitalize on the tremendous market opportunity and to expand the adoption of Pasqal’s quantum hardware and software solutions by U.S. industries including energy,14,-0.03,0.79,0.84,0.92
"Since this announcement, companies have continued to advance their quantum computing capabilities",20,0.41,0.89,0.95,0.46
SEEQC is developing the first fully digital quantum computing platform for global businesses,7,-0.05,0.84,0.92,0.73
we provide a quantum       algorithm to implement the Petz recovery channel,19,-0.06,0.76,0.82,0.99
"In this article, we provide a new continuous-time quantum",7,-0.05,0.84,0.82,0.86
"IonQ claims to ""develop quantum computers designed to solve the world's most complex problems",14,-0.03,0.79,0.81,0.99
"The IQST is to play an important part in coordinating different research projects that are funded, for example, as part of the federal government’s strategic initiative on quantum computing",21,-0.03,0.73,0.82,0.78
"Meanwhile, rapid progress has been made in the field of quantum computation       including developing both powerful quantum algorithms and advanced quantum       devices",21,-0.03,0.73,0.81,0.99
"Specifically, we allow the standard circuit operations of composition and       tensor product, as well as ancillary workspace qubits as long as they start and       end in states uncorrelated with the input, which rule out common ""magic state       injection"" techniques that make Clifford circuits universal",24,0.05,0.71,0.82,0.81
"Quantum Exponential Group plc (AQUIS: QBIT), a company focused on investing in quantum technology",10,0.04,0.83,0.94,0.60
"MZM lattices as a platform for future topological quantum computation,"" said the paper",29,-0.03,0.77,0.83,0.79
"Beyond code-breaking, sectors including fintech, pharma, logistics, communications, space, climate, and data analytics are all actively working to leverage the quantum computing on the horizon",6,-0.03,0.70,0.82,0.94
"IonQ purports to ""develop quantum computers designed to solve the world's most complex problems",14,-0.03,0.79,0.81,0.99
They are providing the missing component to build technologically and economically effective quantum networks,31,-0.01,0.74,0.81,0.95
"D-Wave’s quantum computing system, which is accessible via cloud services",38,0.16,0.88,0.90,0.79
"Anyon Systems Inc. (""Anyon""), a Canadian quantum computing company, announced today that it will deliver Canada's first quantum computer for public research to Calcul Québec",9,0.02,0.78,0.80,0.80
"This partnership will help elevate emerging quantum research by giving our students and researchers access to the cutting-edge technologies and expertise held at Xanadu,” explained Sylvain Charbonneau,",32,0.05,0.66,0.84,0.94
Xanadu is a Canadian quantum technology company with the mission to build quantum computers that are useful and available to people everywhere,18,0.00,0.82,0.89,0.84
"as growing government and private venture funding for quantum technologies, increasing R&D expenditure of major technology companies to develop quantum technologies, strategic collaboration, partnerships, and mergers for the quantum technologies are driving the quantum technologies global",34,0.03,0.75,0.85,0.95
"Powered by the production of our scalable multi-chip quantum processors in Fab-1 and our full-stack product development approach, our goal is to deliver quantum computing systems that demonstrate clear performance advantages over classical computing alternatives for multiple high-impact       application areas",36,0.03,0.76,0.81,0.89
"Even if we are successful in developing quantum computing systems and executing on our strategy, competitors in       the industry may achieve technological breakthroughs",18,0.00,0.82,0.86,0.79
an approach allows us to build low-depth quantum circuits,7,-0.05,0.84,0.83,0.83
"Furthermore, from an experimental perspective, it is difficult to build a quantum computing device",1,-0.01,0.72,0.83,1.00
"a leader in quantum computing systems, software, and services, and the only company building both quantum annealing and gate-based quantum computers, today announced that it is showcasing an experimental prototype of the next-generation Advantage2™ annealing quantum computer in the Leap™ quantum cloud service",9,0.02,0.78,0.81,0.88
Our work provides useful insights for future implementation of data science       algorithms on near-term quantum devices where problem size has been reduced by       coreset selection,21,-0.03,0.73,0.82,0.99
"The partnership will allow UOttawa students and researchers to use Xanadu’s quantum computers, hardware, and software to advance quantum computing",23,-0.00,0.73,0.86,0.73
"This partnership will help elevate emerging quantum research by giving our students and researchers access to the cutting-edge technologies and expertise held at Xanadu,” said UOttawa VP, Research and Innovation Sylvain Charbonneau",32,0.05,0.66,0.81,0.93
"Quantum sensors, which detect the most minute variations in magnetic or electrical fields, have enabled precision measurements in materials science and fundamental physics",24,0.05,0.71,0.82,0.85
"We believe that being recognized as a Gartner Cool Vendor validates our efforts to make quantum computing accessible across industries through neutral atom technology,” said Georges-Olivier Reymond, CEO and founder of Pasqal",29,-0.03,0.77,0.84,0.83
"we are able to build a quantum computer that is the best in the world at something, that provides value to someone, that gets me really excited",17,-0.05,0.73,0.81,0.93
The team led by Thomas Monz of the Department of Experimental Physics at the University of Innsbruck and Markus Müller of RWTH Aachen University and the Julich research Centre in Germany has now succeeded for the first time to realize a set of computational operations on two logical quantum bits that can be used to implement any possible operation,21,-0.03,0.73,0.84,0.92
"Quantum computing will enable much faster data processing speeds, meaning more data can be processed and more complex models can be developed",14,-0.03,0.79,0.83,0.94
We have implemented our quantum algorithm and deployed it in a real testbed       using the IBM Quantum machine simulator,14,-0.03,0.79,0.82,0.96
"Our approach frames the       selection process as a minimization of a binary quadratic model with which we       encode fitness and distance between members of a population, and we leverage a       quantum annealing system to sample low",24,0.05,0.71,0.82,0.81
when it claimed it had demonstrated a significant milestone toward building a fault-tolerant quantum computer in a paper,29,-0.03,0.77,0.81,0.93
"By developing cutting-edge quantum sensing techniques and demonstrating their operation under a broad range of experimental conditions, we also propose to provide a versatile nitrogen-vacancy-based quantum microscopy platform, which can be extended naturally to a large family of untapped material systems and benefit the material science community by expediting progress toward future quantum sciences and technologies",32,0.05,0.66,0.80,0.94
"Using two to eight OAM       quantum states to implement up to four parallel qubits, we show that a       high-dimensional QFA is able to detect the prime numbers 5 and 11 while       outperforming classical finite automata in terms of the required memory",36,0.03,0.76,0.85,0.96
"In parallel with advancing the H-series hardware capabilities, Quantinuum also develops the software and algorithms to be used on quantum computers",36,0.03,0.76,0.84,0.97
needs to be resolved is what design will offer the most effective and scalable solutions for quantum computing,4,-0.05,0.78,0.81,0.95
Quantum Brilliance is developing diamond-based quantum computers that are smaller than mainframe quantum computers and operate under less extreme conditions than most quantum systems,18,0.00,0.82,0.86,0.86
"Canada will also take additional and immediate measures to ban the export of certain advanced technologies that could improve Russia's domestic defence manufacturing capability, including quantum computers and advanced manufacturing equipment, associated components",36,0.03,0.76,0.82,0.97
"Canada will also take additional and immediate measures to ban the export of certain advanced technologies that could improve Russia’s domestic defense manufacturing capability, including quantum computers and advanced manufacturing equipment, associated components",14,-0.03,0.79,0.84,0.96
Its role would be to deliver the quantum keys that provide security for quantum encryption of communications,31,-0.01,0.74,0.85,0.82
"Quantum Source (QS) is located in Rehovot, Israel, and is developing breakthrough technology to enable a commercially viable photonic quantum computer with millions of qubits",36,0.03,0.76,0.88,0.95
The Company is focused on providing software       tools and applications for quantum computers,11,0.03,0.79,0.86,0.91
organizations to begin leveraging       quantum computing,14,-0.03,0.79,0.86,0.86
"This world-class team combines the technical and commercial expertise to build the world’s most powerful quantum computers,” adds Amanda Birkenholz, Investment Manager at UVC Partners",14,-0.03,0.79,0.83,0.99
planqc is building quantum computers that store information in individual atoms –,35,0.05,0.83,0.94,0.74
QSolid recently announced a joint project among 25 German research institutes and companies to develop an error-improved quantum computer,9,0.02,0.78,0.83,0.80
"Access to quantum computing will significantly improve their business processes' effectiveness and efficiency, and many look forward to its significant benefits",14,-0.03,0.79,0.83,0.92
UTEC is honoured to be part of OQC’s mission of making quantum technology accessible,38,0.16,0.88,0.94,0.51
Our quantum computers are available via private cloud and on Amazon Braket,0,0.03,0.80,0.80,0.87
It is great to see the NIST post-quantum cryptography standardization effort,22,-0.07,0.85,0.85,0.91
"aiming to have developed individual, fully integrated QPUs offering hundreds of qubits networked together",34,0.03,0.75,0.81,0.99
"Daan Sprenkels, who is researching post-quantum cryptography at Radboud University,",22,-0.07,0.85,0.88,0.82
"TN-QVM implements a number of advanced quantum circuit simulation methods, where each method creates,",7,-0.05,0.84,0.90,0.71
The funding will take QuiX a step closer to creating the world’s most powerful photonic quantum computer,19,-0.06,0.76,0.84,0.86
QuiX Quantum’s processors are already world leading and ideally suited to create the most powerful photonic quantum computer we have yet seen,18,0.00,0.82,0.89,0.80
"As such, we are now opening the quantum information science programme, which will help companies",3,0.02,0.76,0.86,0.63
It is a new era during which many actors are trying to exploit the theories of quantum physics to build the first quantum computer and other technologies that will solve problems that were once unable to be grasped,1,-0.01,0.72,0.82,0.89
"Experimental progress is currently being made to realize       quantum networks on a small scale, but much theoretical work is still needed",21,-0.03,0.73,0.81,0.95
"is of great importance to deal with experimental errors which could occur in every step of quantum circuits, especially in the implementation of quantum computation",1,-0.01,0.72,0.84,0.86
The photonic quantum technology that Quantum Source is developing will enable a dramatic leap forward and the realization of quantum computer systems with millions of qubits,36,0.03,0.76,0.83,0.97
We set out to build a quantum computer capable of solving real-world problems,35,0.05,0.83,0.84,0.81
"a quantum computer that was specially developed to solve optimization problems that cannot be solved on classic computers,” says Prof. Dr. Henning Moritz from the University of Hamburg, one of the project leaders of the quantum computer project, in his presentation",36,0.03,0.76,0.82,0.96
IonQ's ability to further develop and advance its quantum computers,35,0.05,0.83,0.90,0.98
"The Innovare Advancement Center at Griffiss Business and Technology Park is hosting the fourth annual Quantum Information Science Workshop (Q4I), an initiative to foster connectivity between government, academic,",34,0.03,0.75,0.81,0.91
"As a result, we develop       tools which provide tight performance bounds for quantum networks constituent       of channels whose capacities are not exactly known, and reveal critical network       properties which are necessary for high-rate quantum communications",29,-0.03,0.77,0.85,0.99
"In this hybrid setting, the interplay between the channel       quality within network sub-structures must be carefully considered, and is       pivotal for ensuring high-rate end-to-end quantum communication",1,-0.01,0.72,0.83,0.88
"In this work,       we combine recent advances in the theory of point-to-point free-space channel       capacities and end-to-end quantum network capacities in order to develop       critical tools for the study",21,-0.03,0.73,0.81,0.97
The joint team will use the state-of-the-art InQuanto software platform to explore methods using quantum computers to model semiconducting materials,36,0.03,0.76,0.83,0.95
"This new and controllable artificial SOC not only offers new possibilities for quantum simulations of spin quantum Hall effect [7, 8], topological insulators [9], and topological superconductors [10] but also provides a new direction for exploring exotic quantum phenomena, novel states of matter in the fields of ultracold atomic, molecular physics,",24,0.05,0.71,0.81,0.90
"QODA is an open, unified environment for quantum processors that aims to make it easier to add quantum computing to existing applications, leveraging both today’s quantum processors, as well as simulated future quantum machines using NVIDIA DGX systems and a large installed base of NVIDIA GPUs available in scientific supercomputing centers and public clouds",15,-0.05,0.68,0.80,0.97
"This superposition property enables quantum computers to significantly accelerate and optimise testing and predictions, making the technology particularly promising for drug discovery efforts",14,-0.03,0.79,0.83,0.99
"The first step, of course, is building a practical quantum computer",35,0.05,0.83,0.95,0.48
"to technologies such as AI, automation and now quantum computing are enabling businesses to sift through the massive proliferation of data and use it as a source of innovation across ecosystems",14,-0.03,0.79,0.85,0.86
and rapidly emerging quantum computing technology enable tremendous opportunities for businesses to create competitive advantages,14,-0.03,0.79,0.82,0.81
Instruct OMB to create guidance for federal agencies to assess critical systems one year after the National Institute of Standards and Technology (NIST) issues planned post-quantum cryptography standards,31,-0.01,0.74,0.82,0.99
"only for the quantum computer but also for its applications, allowing us to unlock the true potential of quantum systems”, explains Martin Ringbauer",29,-0.03,0.77,0.81,0.92
"the addition of quantum components to the existing Internet, allows for the future integration of quantum computers into the existing Internet",11,0.03,0.79,0.81,0.91
DOD to realize the limitations of quantum transmission and the investment necessary to ensure a secure quantum Internet,4,-0.05,0.78,0.81,0.89
"Founded in 2018 by Jan Goetz, Juha Vartiainen, Kuan Yen Tan, and Mikko Mottonen, IQM builds scalable hardware for universal quantum computers, focusing on superconducting technology",35,0.05,0.83,0.84,0.97
"Developers can now build quantum applications using IBM’s Qiskit, Google’s Cirq, Amazon Braket, and others, which are “open-source libraries designed for optimisation of quantum circuits",11,0.03,0.79,0.82,0.98
"In order to make this a reality, it is necessary to produce both stable, long-lived qubits that provide processing power, as well as the communications technology that enables these qubits",4,-0.05,0.78,0.85,0.92
