document,cluster_id,silhoutte_score,avg_cos_sim_to_centroid,cos_sim_to_centroid,centroid_ratio
a slightly modified version of this system that can feel forces from both microwave and optical signals to build a quantum transducer from microwave to optics,6,0.00,0.73,0.86,0.81
"one of the most fruitful areas for       utilizing quantum computing,"" said Doug       Finke, Managing Editor, Quantum Computing Report",17,0.01,0.75,0.73,0.92
"The scientists at the IQST are researching the fundamentals of next-generation quantum technologies and develop future-oriented applications such as quantum computers, quantum sensors, and quantum communication",20,0.03,0.73,0.79,0.94
Prof. Fedor Jelezko is doing research on solid-state quantum systems and their applications,38,-0.05,0.79,0.59,0.98
"The IQST is to play an important part in coordinating different research projects that are funded, for example, as part of the federal government’s strategic initiative on quantum computing",14,-0.02,0.74,0.76,0.98
"New collaborations with industrial partners and further connections with research institutions are to be established, for example, in the field of quantum technologies for space travel",0,-0.00,0.76,0.85,0.83
"Meanwhile, rapid progress has been made in the field of quantum computation       including developing both powerful quantum algorithms and advanced quantum       devices",6,0.00,0.73,0.81,0.98
"The potential applications of quantum information science and technology are endless,"" said Medina",19,-0.00,0.86,0.90,0.85
That is why it is crucial that democratic governments take the lead in ensuring the responsible development and use of quantum technologies,19,-0.00,0.86,0.85,0.95
Denmark is developing both a new strategy for quantum research and a broader cross-government quantum action plan,39,0.05,0.85,0.77,0.99
"The plan aims to strengthen Danish quantum research, innovation, and the entire quantum ecosystem in Denmark",0,-0.00,0.76,0.66,0.94
"in China 2025 plan, China has made strides in testing satellite and ground-based Quantum Key Distribution networks",38,-0.05,0.79,0.80,0.83
"While these and other publicized successes may be exaggerated, Chinese advances in quantum information science have nonetheless put the West on notice",19,-0.00,0.86,0.78,1.00
"agencies like NASA, DARPA, AFRL, and the Defense Innovation Unit have poured millions of dollars into advancing new technology such as quantum sensors for missile",6,0.00,0.73,0.61,0.98
"Supported by DKK 60 million, the center will research quantum technology, which may impact future communication and information processing",0,-0.00,0.76,0.57,0.98
Current methods of encryption will not stand up to quantum cryptography,20,0.03,0.73,0.66,0.92
"emerging       topics such as 2D materials and quantum devices, such tasks will       even aggravate the requirements for inspection and metrology,""       comments Prof. Dr.-Ing. Jörg Schulze, the head of the       Fraunhofer IISB",13,-0.02,0.51,0.62,0.99
"Specifically, we allow the standard circuit operations of composition and       tensor product, as well as ancillary workspace qubits as long as they start and       end in states uncorrelated with the input, which rule out common ""magic state       injection"" techniques that make Clifford circuits universal",6,0.00,0.73,0.81,0.96
"Prof Winfried Hensinger, head of the Sussex Centre for Quantum Technologies at University of Sussex, told the BBC the true potential of quantum computers",16,-0.09,0.65,0.75,0.97
"The findings show promise in building an MZM-based platform for future quantum computation, the researchers said",17,0.01,0.75,0.83,0.82
South Korea has joined an international race to develop quantum computing technology and hardware,39,0.05,0.85,0.82,0.94
a ceremony to launch a national task for the development of a 50-qubit quantum computer and quantum Internet,13,-0.02,0.51,0.59,0.92
"Quantum Exponential Group plc (AQUIS: QBIT), a company focused on investing in quantum technology",24,0.11,0.85,0.95,0.59
"o        £450,000 invested through an Advanced Subscription Agreement in Universal Quantum Limited, a company focused on building the world's first million (""qubit"") quantum computers",24,0.11,0.85,0.89,0.65
"MZM lattices as a platform for future topological quantum computation,"" said the paper",18,0.02,0.85,0.93,0.59
"Spun out of research developed at the University of Oxford, Orca Computing’s mission is to develop scalable quantum computers that",39,0.05,0.85,0.84,0.79
"We have a long way to go, however, in developing better quantum devices for practical application before this is a reality,"" said Thomas Searles, associate professor",19,-0.00,0.86,0.88,0.93
"Searles, whose research combines physics and solid-state device and materials engineering, will work with his lab to focus on improving quantum computing devices",24,0.11,0.85,0.87,0.84
The Co-Design Center for Quantum Advantage and its affiliated researchers are leaders in advancing quantum-based applications through scientific research,28,0.01,0.88,0.93,0.78
"Connected DMV and MCI USA today announced the inaugural Quantum World Congress, a first-of-its-kind global quantum conference, exposition and networking series.",4,-0.00,0.71,0.62,0.97
It turns out that quantum machines are not only available now but also powerful enough to tackle practical problems,12,0.02,0.87,0.86,0.94
that their companies start planning sooner rather than later for quantum computing to avoid facing resource challenges that could leave them missing the near-term benefits and necessary long-term protections of this emerging area of computing,14,-0.02,0.74,0.76,0.86
the power that's related to the number of qubits,35,0.14,0.84,0.92,0.59
"However, Orca says it has found an alternative to conventional quantum computing whereby its software allows small-scale photonic processors to use single units",18,0.02,0.85,0.76,0.89
"Beyond code-breaking, sectors including fintech, pharma, logistics, communications, space, climate, and data analytics are all actively working to leverage the quantum computing on the horizon",31,0.01,0.78,0.86,0.98
"While QV       values are often reported by NISQ providers for their systems, we perform our       own series of QV calculations on 24 NISQ devices currently offered by IBM~Q,       IonQ, Rigetti, Oxford Quantum Circuits, and Quantinuum",13,-0.02,0.51,0.55,0.98
"in recent decades, it has also been used in lab-scale demonstrations of coatings that deliver vaccines, light-absorbing layers of solar cells, and fluorescent quantum dots (tiny particles) for LED displays",15,0.05,0.70,0.74,0.95
"IonQ purports to ""develop quantum computers designed to solve the world's most complex problems",39,0.05,0.85,0.90,0.92
findings create a promising line of research for developing a fully functional quantum computer,29,0.07,0.85,0.71,0.95
The decision will enable R&Q to move forward with a less volatile business,3,0.01,0.84,0.64,0.98
Our approach to co-designing quantum circuits can be       used to estimate the resources necessary for the computation without       effectively using complex compilation methods,9,0.04,0.78,0.67,0.93
The results confirm that QPE provides a quantum advantage in RL       problems,21,0.02,0.87,0.83,0.84
This project will bring quantum processors much larger than the current state of the art to the European ecosystem,4,-0.00,0.71,0.77,0.95
The noisy intermediate-scale quantum (NISQ) devices enable the implementation       of the variational quantum circuit (VQC) for quantum neural networks,3,0.01,0.84,0.87,0.83
"Meanwhile, researchers at the University of New South Wales in Australia are developing ‘quantum dots’ that use fluorescence to create new types of non-white materials that stay cool in the sun",6,0.00,0.73,0.82,0.94
It will focus on accelerating research in quantum technologies and training talent to fill future jobs,24,0.11,0.85,0.84,0.88
Quantum City will elevate quantum research in Calgary,32,-0.01,0.83,0.81,0.88
They are providing the missing component to build technologically and economically effective quantum networks,21,0.02,0.87,0.91,0.83
of running programs on real quantum computers was barely getting started,13,-0.02,0.51,0.30,0.77
"of CMOS-MEMS RBTs (Bahr et al., 2015) which resulted in a 10× Q improvement over the previous generation of devices",15,0.05,0.70,0.73,0.93
films as well as refinements to acoustic confinement in the cavity to enhance Q,15,0.05,0.70,0.66,0.96
"The European Commission is developing a pan-european quantum communication network for the distribution of quantum keys, and ESA is responsible for the space-based component of that network",27,0.05,0.87,0.84,0.88
"D-Wave’s quantum computing system, which is accessible via cloud services",28,0.01,0.88,0.89,0.97
"Anyon Systems Inc. (""Anyon""), a Canadian quantum computing company, announced today that it will deliver Canada's first quantum computer for public research to Calcul Québec",36,0.08,0.83,0.85,0.69
"With today's announcement, Anyon joins the very few companies in the world which have developed a universal quantum computer",30,-0.02,0.90,0.83,0.97
"These upgrades will significantly bolster the computational capabilities of the  H1-1 quantum computer, which is powered by Honeywell, and debuted in the autumn",4,-0.00,0.71,0.75,0.88
"This partnership will help elevate emerging quantum research by giving our students and researchers access to the cutting-edge technologies and expertise held at Xanadu,” explained Sylvain Charbonneau,",4,-0.00,0.71,0.85,0.96
"for learning quantum computing, the Xanadu Quantum Codebook, will be the foundational resource to educate and train Canada’s future diverse quantum workforce",27,0.05,0.87,0.91,0.83
Xanadu is a Canadian quantum technology company with the mission to build quantum computers that are useful and available to people everywhere,8,0.08,0.92,0.95,0.68
"Although the practical applications of quantum computing aren’t here yet, the technology holds tremendous potential for advancing the United States’ economy and supporting research in bioengineering, artificial intelligence and machine learning, and even financial market analysis",13,-0.02,0.51,0.63,0.87
the first European country to develop a quantum computer,39,0.05,0.85,0.90,0.74
The       standard construction of Szegedy's quantum walk,13,-0.02,0.51,0.46,0.95
"as growing government and private venture funding for quantum technologies, increasing R&D expenditure of major technology companies to develop quantum technologies, strategic collaboration, partnerships, and mergers for the quantum technologies are driving the quantum technologies global",0,-0.00,0.76,0.88,0.99
"collaborating with large industrial partners, small and medium-sized enterprises (SMEs), start-ups, and research organizations to build a quantum computer into usable industrial applications, increasing private venture funding, the launch of new research programmers, increasing collaboration between quantum technology companies and industries, collaboration with other countries, merging between quantum technology companies to explore different application areas and growing start-up company activities",10,0.06,0.79,0.83,0.89
These projects are connecting companies from across the UK and will help to build and sustain the exciting quantum network developing in the UK as products move,29,0.07,0.85,0.87,0.84
This project aims to combine quantum software and hardware to take a first big step in implementing error correction in quantum computers,37,-0.06,0.76,0.81,0.98
"leverage ColdQuanta’s ultracold-atom technology to build a photonic quantum memory using laser-cooled atoms, showcasing state of the art memory lifetime in a commercially scalable platform",29,0.07,0.85,0.88,0.85
"Powered by the production of our scalable multi-chip quantum processors in Fab-1 and our full-stack product development approach, our goal is to deliver quantum computing systems that demonstrate clear performance advantages over classical computing alternatives for multiple high-impact       application areas",22,0.03,0.79,0.86,0.89
"we are       unable to procure the necessary tools, supplies and equipment to build our quantum systems, or are unable to do so on a timely and cost-effective basis",38,-0.05,0.79,0.80,0.97
"Even if we are successful in developing quantum computing systems and executing on our strategy, competitors in       the industry may achieve technological breakthroughs",8,0.08,0.92,0.92,0.97
"We may be unable to reduce the cost of developing our quantum computers, which may prevent us from pricing our       quantum systems competitively",9,0.04,0.78,0.75,0.95
"The group’s results could be a major step toward building a quantum internet, the researchers say",19,-0.00,0.86,0.88,0.86
not disrupting the qubit in the process is a challenge,37,-0.06,0.76,0.84,0.98
"This research marks a continuation of the UK’s commitment to developing its quantum computing capabilities, spearheaded by the NQCC alongside policy makers, academia and industry",0,-0.00,0.76,0.84,0.86
Quantum computing is in its relative infancy as a technology,2,0.01,0.91,0.94,0.79
This will involve recruiting people to lead quantum computing efforts across the organisation,1,-0.06,0.79,0.70,1.00
"The NQCC is working with businesses, government and the research community to deliver quantum computing capabilities for the UK and support the growth of the emerging industry",32,-0.01,0.83,0.83,0.93
Quantum computation in the       discrete variable model is performed in a finite dimensional quantum state       space and the CV model in an infinite dimensional space,6,0.00,0.73,0.74,0.95
an approach allows us to build low-depth quantum circuits,26,0.16,0.94,0.84,0.92
"Furthermore, from an experimental perspective, it is difficult to build a quantum computing device",8,0.08,0.92,0.95,0.88
"This research highlights the UK’s commitment to developing its quantum computing capabilities, spearheaded by the NQCC alongside policy makers, academia and industry",39,0.05,0.85,0.85,0.96
"a leader in quantum computing systems, software, and services, and the only company building both quantum annealing and gate-based quantum computers, today announced that it is showcasing an experimental prototype of the next-generation Advantage2™ annealing quantum computer in the Leap™ quantum cloud service",4,-0.00,0.71,0.83,0.99
"QCI to launch ready-to-run, full-stack quantum systems and extend its solutions to key markets such as supply chain and portfolio optimization",32,-0.01,0.83,0.83,0.98
that they will deliver the most advanced quantum technology,4,-0.00,0.71,0.80,0.95
"Duan and other NETL researchers also shared work on energy sector applications of quantum information science, which investigates phenomena at the scale of nature’s smallest particles",10,0.06,0.79,0.79,0.93
Rice University physicist Ruwan Senaratne and colleagues used laser cooling to build a quantum simulator,29,0.07,0.85,0.84,0.96
Our work provides useful insights for future implementation of data science       algorithms on near-term quantum devices where problem size has been reduced by       coreset selection,14,-0.02,0.74,0.86,0.96
"growing urgency since China has set a national goal of playing a larger and more dominant role in setting global standards, especially in crucial sectors like quantum computing, communications, and the energy grids",0,-0.00,0.76,0.67,0.99
"Around 50 quantum computers have been built to date, and they all use different software",29,0.07,0.85,0.84,0.81
The new project will deliver an OS that allows the same quantum software to run on different types of quantum computing hardware,22,0.03,0.79,0.87,0.83
That teases the highest possible performance out of every qubit,15,0.05,0.70,0.61,0.97
"In a similar way to drug development, quantum computers can be used to create a ‘virtual lab’ environment that",10,0.06,0.79,0.82,0.91
"Hitachi Europe, for example, is building a quantum computer based on the same microprocessor technology currently",10,0.06,0.79,0.70,0.97
They also assembled red LED devices excited by blue light chips based on TOP/TOPO/HAD-coated CdSe red quantum dots,6,0.00,0.73,0.68,0.94
This method produces high domain limiting chalcogenide quantum,15,0.05,0.70,0.49,1.00
"In this paper, we consider quantum states that can be efficiently       represented by (reduced) decision diagrams, a versatile data structure for the       representation and analysis of Boolean functions",17,0.01,0.75,0.69,0.95
"The partnership will allow UOttawa students and researchers to use Xanadu’s quantum computers, hardware, and software to advance quantum computing",10,0.06,0.79,0.78,0.96
"This partnership will help elevate emerging quantum research by giving our students and researchers access to the cutting-edge technologies and expertise held at Xanadu,” said UOttawa VP, Research and Innovation Sylvain Charbonneau",17,0.01,0.75,0.81,1.00
"Quantum sensors, which detect the most minute variations in magnetic or electrical fields, have enabled precision measurements in materials science and fundamental physics",9,0.04,0.78,0.83,0.89
"The reader will better understand the goals of the many national, local and regional quantum networks that are being built around the world",29,0.07,0.85,0.86,0.91
Quantum Technology produces a daily news website on business- related happenings in the quantum technology field,13,-0.02,0.51,0.39,0.94
"We believe that being recognized as a Gartner Cool Vendor validates our efforts to make quantum computing accessible across industries through neutral atom technology,” said Georges-Olivier Reymond, CEO and founder of Pasqal",17,0.01,0.75,0.87,0.89
"Pasqal builds quantum computers from ordered neutral atoms in 2D and 3D arrays with the goal of bringing a practical quantum advantage to its customers in addressing real-world problems, especially in quantum simulation and optimization",10,0.06,0.79,0.84,0.95
about using trapped ions for quantum computing turned into a business plan,20,0.03,0.73,0.75,1.00
"we are able to build a quantum computer that is the best in the world at something, that provides value to someone, that gets me really excited",8,0.08,0.92,0.82,0.98
"China is progressing rapidly in the development of aerospace, quantum computing and electric vehicles, which lead to more innovative competition, Paddy Cosgrave said Tuesday in an interview with Xinhua",17,0.01,0.75,0.68,0.99
"According to Feng, the institute is currently developing quantum sensors and other cutting-edge instrument and applying quantum technology to the new-generation information technology industry, including internet of things, new energy and semiconductors",0,-0.00,0.76,0.79,0.97
"At the University of Innsbruck, a team of experimental physicists has now implemented a universal set of computational operations on fault-tolerant quantum bits for the first time",4,-0.00,0.71,0.69,0.95
The team led by Thomas Monz of the Department of Experimental Physics at the University of Innsbruck and Markus Müller of RWTH Aachen University and the Julich research Centre in Germany has now succeeded for the first time to realize a set of computational operations on two logical quantum bits that can be used to implement any possible operation,14,-0.02,0.74,0.85,0.89
"Quantum computing will enable much faster data processing speeds, meaning more data can be processed and more complex models can be developed",32,-0.01,0.83,0.90,0.99
This is the first demonstration of a provable exponential advantage in learning about quantum systems that is robust even on today,34,0.09,0.84,0.86,0.93
"In a standard experiment, where only classical data is accessible, every measurement provides a snapshot of the distribution of quantum states, but since it’s only a sample, it is necessary to measure many",34,0.09,0.84,0.83,0.94
Professor Simmons and SQC’s efforts have been directed at building a quantum chip,13,-0.02,0.51,0.64,0.95
"As a matter of fact, current quantum computers are still       limited in accuracy and scalability",15,0.05,0.70,0.58,0.98
We have implemented our quantum algorithm and deployed it in a real testbed       using the IBM Quantum machine simulator,39,0.05,0.85,0.85,0.88
"Our approach frames the       selection process as a minimization of a binary quadratic model with which we       encode fitness and distance between members of a population, and we leverage a       quantum annealing system to sample low",15,0.05,0.70,0.82,0.87
ZX-Calculus is a versatile graphical language for quantum computation       equipped with an equational theory,28,0.01,0.88,0.90,0.85
"Researchers from the University of New South Wales (UNSW) and Australian start-up Silicon Quantum Computing (SQC) have engineered a quantum processor at the atomic scale, marking a major milestone in the world of quantum computing",20,0.03,0.73,0.72,0.93
"The team built a quantum circuit with 10 ""dots"" that ""matched perfectly"" with an organic polyacetylene chain",6,0.00,0.73,0.74,0.88
"I‘m further convinced that Thorlabs’ collaboration with E6, a pioneer in this space, will allow us to further advance the rapidly developing quantum sensing field",3,0.01,0.84,0.75,0.86
"Pasqal builds quantum computers from ordered neutral atoms in 2D and 3D arrays with the goal of bringing a practical quantum advantage to its customers in addressing real-world problems in areas like quantum machine learning, simulation and optimization",10,0.06,0.79,0.83,1.00
"IBM is expanding its fleet of quantum computers, and it will have a state-of-the-art 1,121-qubit quantum computer by next year",32,-0.01,0.83,0.79,0.93
when it claimed it had demonstrated a significant milestone toward building a fault-tolerant quantum computer in a paper,38,-0.05,0.79,0.84,0.94
"that different companies are working on different quantum technologies, he said",18,0.02,0.85,0.80,0.87
"The University of Sherbrooke’s Quantum Institute has a collaboration with IBM, becoming the first IBM Q Space hub in Canada, with exclusive cloud-based access to the US company’s most advanced quantum computer systems and software",20,0.03,0.73,0.87,0.71
The National Physical Laboratory (NPL) will host the first in-person Joint Symposium on Quantum Technologies,23,-0.09,0.65,0.76,0.92
"Since the concentration of miRNAs in the plasma is very low, Qubit and Nanodrop measurements were carried out only for FF and FFPE samples",34,0.09,0.84,0.78,0.87
Du’s research focuses on developing state-of-the-art quantum metrology to investigate spin transport and dynamic behaviors in emergent condensed matter systems at the nanoscale,10,0.06,0.79,0.71,0.95
"By developing cutting-edge quantum sensing techniques and demonstrating their operation under a broad range of experimental conditions, we also propose to provide a versatile nitrogen-vacancy-based quantum microscopy platform, which can be extended naturally to a large family of untapped material systems and benefit the material science community by expediting progress toward future quantum sciences and technologies",14,-0.02,0.74,0.86,0.89
"Using two to eight OAM       quantum states to implement up to four parallel qubits, we show that a       high-dimensional QFA is able to detect the prime numbers 5 and 11 while       outperforming classical finite automata in terms of the required memory",9,0.04,0.78,0.88,0.88
"To enhance and control the photon yield in such layers, an alternative to the passively emitting quantum dots is provided",22,0.03,0.79,0.87,0.88
"In parallel with advancing the H-series hardware capabilities, Quantinuum also develops the software and algorithms to be used on quantum computers",39,0.05,0.85,0.94,0.64
Quantum Origin allows the generation of cryptographic keys from the H1 quantum computer that offer superior protection against rapidly advancing cyber threats,3,0.01,0.84,0.81,0.83
needs to be resolved is what design will offer the most effective and scalable solutions for quantum computing,12,0.02,0.87,0.89,0.84
advances in quantum computing technology are achieved and stable computers with many more qubits are realized,14,-0.02,0.74,0.81,0.97
QuPharm intends to build and deliver a full-stack quantum computer for pharmaceutical drug development,26,0.16,0.94,0.95,0.73
"Perhaps most importantly, beyond accelerating drug discovery and development, quantum computing has the potential to enable innovative approaches to problem",32,-0.01,0.83,0.83,0.94
"There is sufficient evidence, however, that pharmaceutical companies are committing to quantum computing projects, making investments in projects that have advanced beyond the proof-of-concept stage",27,0.05,0.87,0.86,0.98
Quantum Brilliance is developing diamond-based quantum computers that are smaller than mainframe quantum computers and operate under less extreme conditions than most quantum systems,8,0.08,0.92,0.95,0.78
"Recent progress on quantum systems with multiple-point couplings (e.g., giant atoms [32–48]) provides a new possibility to acquire non-reciprocity",22,0.03,0.79,0.83,0.90
Researchers are working meticulously on near-error-free quantum computing to bridge the 1% accuracy gap,10,0.06,0.79,0.74,0.97
"Although availability and operational challenges are of concern in real-world usage of Quantum Computers for HFT, wider adoption is not so far",12,0.02,0.87,0.84,0.92
"Canada will also take additional and immediate measures to ban the export of certain advanced technologies that could improve Russia's domestic defence manufacturing capability, including quantum computers and advanced manufacturing equipment, associated components",14,-0.02,0.74,0.87,0.91
"Ottawa's intention to roll out measures ""to counter the Kremlin's disinformation"" and ban exports of technologies such as quantum computers and advanced manufacturing equipment that it says",17,0.01,0.75,0.73,0.98
"Jun 28 (PRIME) – Canada will ban exports of some cutting-edge technologies, including quantum computers and industrial equipment to Russia,",20,0.03,0.73,0.72,0.95
"Canada will also take additional and immediate measures to ban the export of certain advanced technologies that could improve Russia’s domestic defense manufacturing capability, including quantum computers and advanced manufacturing equipment, associated components",14,-0.02,0.74,0.87,0.98
"The rise of quantum computing, for example, presents a new generation of computers       that are on the verge of accomplishing tasks far beyond those possible with existing machines",34,0.09,0.84,0.86,0.98
"As quantum computers become available to the general public, the need has       arisen to train a cohort of quantum programmers, many",37,-0.06,0.76,0.80,0.97
"To have two national labs that are 50 kilometers apart, working on quantum networks with this shared range of technical capability and expertise, is not a trivial thing,” said Panagiotis Spentzouris, head of the Quantum Science Program at Fermilab and lead researcher on the project",19,-0.00,0.86,0.86,0.98
This is an important step for building quantum information networks,2,0.01,0.91,0.89,0.90
"Syndrome extraction is a crucial step in quantum error correction, the greatest challenge to be solved to develop useful quantum computers that can process more data with far greater accuracy",27,0.05,0.87,0.88,0.94
Quantum computers thus offer an opportunity to progress science in many fields from an Age of Discovery through extensive trial and error to an Age of Design where all possibilities can be simulated,34,0.09,0.84,0.84,0.85
"The new Canadian sanctions include banning the export of certain advanced technologies that could improve Russia’s domestic defence manufacturing capability, including quantum computers and advanced manufacturing equipment, associated components, materials, software and technology",14,-0.02,0.74,0.79,0.94
"The researchers also aim to build more complex, large acoustic-wave circuits and quantum systems",10,0.06,0.79,0.85,0.93
the next step to build a        safe and reliable quantum network for future society,29,0.07,0.85,0.83,0.89
You are passionate about developing state-of-the-art quantum information technologies,11,0.12,0.95,0.86,0.95
"One mechanism for that support is the government’s $1 billion critical technologies fund which will offer loans and co-investments for businesses developing AI, robotics, and quantum computing",34,0.09,0.84,0.80,0.92
"First, we extend a previously published       short-depth algorithm, allowing for the two input quantum states to be       non-orthogonal",28,0.01,0.88,0.86,0.99
neural networks have attracted great attention recently,14,-0.02,0.74,0.67,0.96
"Eichenfield joins the college as a tenured associate professor from his position as a Distinguished Member of the Technical Staff at SNL, leading programs in multiple instantiations of experimental quantum computing architectures, quantum and classical sensors, photonic microsystems, and microwave frequency communications, among others",13,-0.02,0.51,0.75,0.97
"Many large tech companies have already invested heavily in quantum technologies, yet significant",14,-0.02,0.74,0.61,0.94
adoption of quantum computing has had its share of delays and false starts,16,-0.09,0.65,0.55,0.99
Samsung’s HDR and Quantum Dot technology and related capabilities enable these televisions to achieve and maintain the color fidelity requirements to become Pantone SkinTone,14,-0.02,0.74,0.80,0.97
Its role would be to deliver the quantum keys that provide security for quantum encryption of communications,22,0.03,0.79,0.90,0.72
"In this work, we present a quantum circuit model for inferring gene       regulatory networks",10,0.06,0.79,0.67,0.99
Shor’s algorithm is developed,30,-0.02,0.90,0.93,0.88
"The two countries are set to cooperate in ""wide-ranging"" sectors, from joint research and development of new technologies to boosting quantum technology in the UK",0,-0.00,0.76,0.84,0.82
"active in the field such as Google, IBM, IonQ, and Rigetti rely on matter-based technologies, e.g. superconducting qubit (a basic unit of quantum information) or trapped ions, and have built quantum computers with a small number of qubits",6,0.00,0.73,0.78,0.96
"Quantum Source (QS) is located in Rehovot, Israel, and is developing breakthrough technology to enable a commercially viable photonic quantum computer with millions of qubits",39,0.05,0.85,0.89,0.97
The Company is focused on providing software       tools and applications for quantum computers,24,0.11,0.85,0.88,0.70
"In order to address the steep learning curve       and highly particular skillset associated with quantum computing, the Company is developing “quantum ready” software applications       and solutions for commercial and government entities looking to leverage the expected future performance of quantum computing",39,0.05,0.85,0.86,0.97
This represents a significant barrier to entry       for companies looking to leverage novel quantum computing capabilities for their business needs,14,-0.02,0.74,0.63,0.98
organizations to begin leveraging       quantum computing,32,-0.01,0.83,0.89,0.80
QED-C was established with support from the National Institute of Standards and Technology (NIST) as part of the Federal strategy       for advancing quantum information science,0,-0.00,0.76,0.65,0.98
"As quantum computing hardware continues       to advance, we expect a corresponding growth in demand for software capable of leveraging the compute capabilities of Quantum Computing       hardware",9,0.04,0.78,0.75,0.90
"as the next frontier in computation, Quantum       Computing is still in an early stage of development",27,0.05,0.87,0.90,0.98
"Compared to the existing       approaches, the results indicate that our circuit design algorithm can explore       larger search spaces and optimise quantum circuits for larger systems, showing       both versatility and scalability",9,0.04,0.78,0.80,0.99
"Here, we consider an all-optical gate-based quantum computing scheme for the Rydberg atom arrays, in which auxiliary atoms (wire atoms) are used as a mean of quantum-mechanical remote-couplings among data-qubit atoms, and optical individual-atom addressing of the data and wire atoms is used to construct universal quantum gates of the data atoms",6,0.00,0.73,0.83,0.89
"With this funding, planqc will develop a highly scalable quantum computer operating at room temperature",39,0.05,0.85,0.81,0.87
State-of-the-art digital quantum computers are currently limited in both number of qubits and gate quality,35,0.14,0.84,0.74,0.86
the most exciting application of near-term quantum computers is the simulation of materials,28,0.01,0.88,0.91,0.93
quantum computers are built on the precision of the world,29,0.07,0.85,0.85,0.81
"planqc’s founding team combines decades of international research on neutral-atom quantum technologies at world-leading institutions like Harvard University,",4,-0.00,0.71,0.57,0.96
"This world-class team combines the technical and commercial expertise to build the world’s most powerful quantum computers,” adds Amanda Birkenholz, Investment Manager at UVC Partners",39,0.05,0.85,0.83,0.99
planqc is building quantum computers that store information in individual atoms –,29,0.07,0.85,0.95,0.51
The radiolabeling process of the graphene quantum dots with 99mTc was performed by the direct,6,0.00,0.73,0.76,0.97
we look forward to collaborate with the consortium partners on new solutions to enable quantum computing,32,-0.01,0.83,0.82,0.99
QSolid recently announced a joint project among 25 German research institutes and companies to develop an error-improved quantum computer,36,0.08,0.83,0.88,0.81
"Access to quantum computing will significantly improve their business processes' effectiveness and efficiency, and many look forward to its significant benefits",32,-0.01,0.83,0.85,0.95
UTEC is honoured to be part of OQC’s mission of making quantum technology accessible,2,0.01,0.91,0.88,0.89
Our quantum computers are available via private cloud and on Amazon Braket,28,0.01,0.88,0.92,0.86
many long-range Bell pairs on qubits       connected by edge-disjoint paths of ancillas in constant depth that can be used       to perform these long-range operations,6,0.00,0.73,0.82,0.90
"I am extremely pleased with the progress we made across the board in the third quarter, from our recent advancements in search and quantum computing to our strong revenue growth driven by mobile search, YouTube and Cloud,"" Google CEO Sundar Pichai said in a statement",38,-0.05,0.79,0.82,0.93
We should expect long-term risks to rise as quantum computing poses the potential for breaking cryptographic algorithms,17,0.01,0.75,0.68,0.95
It is great to see the NIST post-quantum cryptography standardization effort,11,0.12,0.95,0.91,0.75
QuProtect was deployed to establish a post-quantum communications channel and has been protecting U.S. Government airspace data with 100-percent up-time using the now-standard Kyber cryptosystem,37,-0.06,0.76,0.63,0.99
Increasing capabilities of quantum computing hardware and the challenge to       realize deep quantum circuits,17,0.01,0.75,0.82,0.92
"In       this work, we present a compiler capable of transforming and optimizing a       quantum circuit, targeting a shuttling-based trapped-ion quantum processor",15,0.05,0.70,0.78,0.89
"When it comes to quantum computing (QC), after the quite real breakthroughs in hardware and some spectacular announcements under titles like “Quantum Supremacy“, the usual hype cycle has developed with a phase of vague and exaggerated expectations",17,0.01,0.75,0.76,0.99
The study of applications of quantum mechanics and theoretical chemistry to biological phenomena and processes represents the field of interest and research in Quantum Biology,13,-0.02,0.51,0.66,0.94
"Quantum computing opens up opportunities to dramatically improve computing power for many industries, however, getting there",14,-0.02,0.74,0.77,0.94
"aiming to have developed individual, fully integrated QPUs offering hundreds of qubits networked together",39,0.05,0.85,0.90,0.88
"when NIST announced (July the 5th, 2022) the new standards for the Post Quantum Cryptography algorithms",17,0.01,0.75,0.78,0.96
"Daan Sprenkels, who is researching post-quantum cryptography at Radboud University,",2,0.01,0.91,0.91,0.90
"He helped organize the first South Carolina Quantum Technology Forum in April, bringing academic and industrial quantum computing",4,-0.00,0.71,0.71,0.97
"TN-QVM implements a number of advanced quantum circuit simulation methods, where each method creates,",30,-0.02,0.90,0.89,0.82
TN was responsible for integrating the ExaTN library into the TN-QVM simulator as well as performing actual quantum computing simulations and describing them in the text,34,0.09,0.84,0.78,0.89
when quantum computers become available,6,0.00,0.73,0.72,0.97
Delegated quantum computing enables a client with weak computational power to       delegate quantum computing to a remote quantum server,9,0.04,0.78,0.81,0.94
The funding will take QuiX a step closer to creating the world’s most powerful photonic quantum computer,1,-0.06,0.79,0.82,0.99
QuiX Quantum’s processors are already world leading and ideally suited to create the most powerful photonic quantum computer we have yet seen,8,0.08,0.92,0.92,0.88
"The acquisition enables Quantum Computing to extend its solutions in areas such as supply chain, fraud detection, government defense and security",32,-0.01,0.83,0.74,1.00
"a start-up developing a photonic quantum processor, announced a €5.5 million Seed Round investment from PhotonDelta,",36,0.08,0.83,0.75,0.80
several nations and global tech giants are working to build the world's first quantum computer,29,0.07,0.85,0.86,0.86
"To ensure that society has a qualified quantum sciences workforce, the University of Copenhagen, in collaboration with DTU, is opening Denmark's first programme of study in quantum information science",4,-0.00,0.71,0.68,0.93
